HOME_TEAM_NAME,AWAY_TEAM_NAME,GAME_DATE,HPO,APO,HGLW,AGLW,HLGR,ALGR,HLH2HR,ALH2HR,HTFR,ATFR,HSWR,ASWR,HSPS,ASPS,HSPL,ASPL
Washington Wizards,Detroit Pistons,2019-11-04,0.0008,0.004,2,4,0.2,0.3,0.6,0.4,0.1,0.2,0.2,0.429,117.2,108.3,121.4,112.0
Brooklyn Nets,New Orleans Pelicans,2019-11-04,0.0179,0.0079,3,3,0.2,0.2,0.2,0.8,0.4,0.4,0.33299999999999996,0.16699999999999998,118.7,118.3,119.5,122.5
Memphis Grizzlies,Houston Rockets,2019-11-04,0.001,0.125,2,4,0.3,0.5,0.3,0.7,0.5,0.3,0.2,0.5,106.6,121.3,119.4,127.0
Minnesota Timberwolves,Milwaukee Bucks,2019-11-04,0.002,0.1538,2,4,0.6,0.4,0.2,0.8,0.4,0.6,0.8,0.667,118.0,119.2,112.0,111.0
Phoenix Suns,Philadelphia 76ers,2019-11-04,0.002,0.1143,3,3,0.5,0.7,0.4,0.6,0.4,0.6,0.667,1.0,115.2,115.0,106.0,106.0
Golden State Warriors,Portland Trail Blazers,2019-11-04,0.0952,0.0278,4,3,0.2,0.3,0.6,0.4,0.3,0.5,0.16699999999999998,0.5,109.2,113.8,120.8,113.3
