HOME_TEAM_NAME,AWAY_TEAM_NAME,GAME_DATE,HPO,APO,HGLW,AGLW,HLGR,ALGR,HLH2HR,ALH2HR,HTFR,ATFR,HSWR,ASWR,HSPS,ASPS,HSPL,ASPL
Charlotte Hornets,Indiana Pacers,2019-11-05,0.0005,0.0196,2,3,0.6,0.3,0.4,0.6,0.6,0.3,0.5,0.5,105.5,105.2,112.5,103.8
Cleveland Cavaliers,Boston Celtics,2019-11-05,0.0007,0.0333,3,2,0.2,0.5,0.4,0.6,0.5,0.7,0.33299999999999996,0.8,105.0,108.6,111.0,103.0
Atlanta Hawks,San Antonio Spurs,2019-11-05,0.004,0.0164,2,3,0.3,0.5,0.2,0.8,0.5,0.4,0.4,0.667,103.4,112.8,104.4,109.8
Oklahoma City Thunder,Orlando Magic,2019-11-05,0.004,0.005,2,3,0.3,0.2,0.8,0.2,0.6,0.4,0.33299999999999996,0.33299999999999996,104.3,93.5,101.8,98.2
Chicago Bulls,Los Angeles Lakers,2019-11-05,0.0023,0.1818,3,3,0.2,0.7,0.4,0.6,0.2,0.4,0.28600000000000003,0.833,105.0,109.8,110.3,99.3
Denver Nuggets,Miami Heat,2019-11-05,0.0476,0.0164,3,3,0.6,0.6,0.5,0.5,0.6,0.4,0.667,0.833,103.5,117.8,103.2,106.2
