HOME_TEAM_NAME,AWAY_TEAM_NAME,GAME_DATE,HPO,APO,HGLW,AGLW,HLGR,ALGR,HLH2HR,ALH2HR,HTFR,ATFR,HSWR,ASWR,HSPS,ASPS,HSPL,ASPL
Brooklyn Nets,Houston Rockets,2019-11-01,0.0179,0.125,3,3,0.3,0.5,0.3,0.7,0.4,0.4,0.25,0.75,120.0,128.0,122.0,127.5
Indiana Pacers,Cleveland Cavaliers,2019-11-01,0.0196,0.0007,3,3,0.2,0.2,0.5,0.5,0.4,0.0,0.25,0.5,105.3,106.0,108.3,108.3
Orlando Magic,Milwaukee Bucks,2019-11-01,0.005,0.1538,3,3,0.4,0.4,0.3,0.7,0.8,0.6,0.5,0.5,95.8,119.3,93.8,117.5
Boston Celtics,New York Knicks,2019-11-01,0.0333,0.001,3,4,0.5,0.3,0.8,0.2,0.6,0.1,0.75,0.2,109.8,100.6,103.3,108.8
Chicago Bulls,Detroit Pistons,2019-11-01,0.0023,0.004,4,3,0.2,0.3,0.2,0.8,0.2,0.2,0.2,0.4,105.6,107.8,111.6,112.6
Dallas Mavericks,Los Angeles Lakers,2019-11-01,0.0094,0.1818,3,3,0.6,0.6,0.4,0.6,0.4,0.3,0.75,0.75,114.8,109.3,110.8,97.5
Sacramento Kings,Utah Jazz,2019-11-01,0.0066,0.0714,4,4,0.1,0.5,0.1,0.9,0.4,0.3,0.0,0.8,98.6,101.0,115.6,92.4
Golden State Warriors,San Antonio Spurs,2019-11-01,0.0952,0.0164,3,3,0.3,0.5,0.6,0.4,0.5,0.4,0.25,0.75,114.5,113.5,126.3,111.5
