HOME_TEAM_NAME,AWAY_TEAM_NAME,GAME_DATE,HPO,APO,HGLW,AGLW,HLGR,ALGR,HLH2HR,ALH2HR,HTFR,ATFR,HSWR,ASWR,HSPS,ASPS,HSPL,ASPL
Indiana Pacers,Chicago Bulls,2019-11-03,0.0196,0.0023,3,3,0.3,0.3,0.8,0.2,0.4,0.3,0.4,0.33299999999999996,104.6,106.7,105.6,110.7
Miami Heat,Houston Rockets,2019-11-03,0.0164,0.125,3,3,0.5,0.5,0.4,0.6,0.6,0.4,0.8,0.6,115.6,125.6,107.4,126.6
New York Knicks,Sacramento Kings,2019-11-03,0.001,0.0066,3,3,0.3,0.2,0.3,0.7,0.3,0.2,0.16699999999999998,0.16699999999999998,100.8,99.2,108.0,113.2
San Antonio Spurs,Los Angeles Lakers,2019-11-03,0.0164,0.1818,3,3,0.6,0.6,0.5,0.5,0.8,0.3,0.8,0.8,116.2,111.2,111.2,100.0
Cleveland Cavaliers,Dallas Mavericks,2019-11-03,0.0007,0.0094,3,3,0.2,0.5,0.6,0.4,0.6,0.5,0.4,0.6,103.8,113.8,107.0,112.4
LA Clippers,Utah Jazz,2019-11-03,0.1905,0.0714,3,3,0.5,0.5,0.3,0.7,0.5,0.3,0.667,0.667,114.2,101.0,109.5,94.0
