HOME_TEAM_NAME,AWAY_TEAM_NAME,GAME_DATE,HPO,APO,HGLW,AGLW,HLGR,ALGR,HLH2HR,ALH2HR,HTFR,ATFR,HSWR,ASWR,HSPS,ASPS,HSPL,ASPL
Milwaukee Bucks,Portland Trail Blazers,2019-11-21,0.1538,0.0278,4,3,0.9,0.2,0.7,0.3,0.7,0.4,0.7859999999999999,0.33299999999999996,119.6,111.9,110.3,115.3
Phoenix Suns,New Orleans Pelicans,2019-11-21,0.002,0.0079,3,4,0.5,0.5,0.2,0.8,0.6,0.3,0.5379999999999999,0.35700000000000004,115.0,115.6,110.4,118.9
