HOME_TEAM_NAME,AWAY_TEAM_NAME,GAME_DATE,HPO,APO,HGLW,AGLW,HLGR,ALGR,HLH2HR,ALH2HR,HTFR,ATFR,HSWR,ASWR,HSPS,ASPS,HSPL,ASPL
Chicago Bulls,Brooklyn Nets,2019-11-16,0.0023,0.0179,3,3,0.3,0.4,0.3,0.7,0.2,0.3,0.33299999999999996,0.364,107.4,116.8,110.5,119.5
Indiana Pacers,Milwaukee Bucks,2019-11-16,0.0196,0.1538,3,2,0.7,0.7,0.5,0.5,0.5,0.5,0.583,0.727,108.8,120.3,104.6,112.1
New York Knicks,Charlotte Hornets,2019-11-16,0.001,0.0005,3,4,0.3,0.4,0.5,0.5,0.4,0.5,0.25,0.41700000000000004,100.0,107.0,109.7,113.1
Minnesota Timberwolves,Houston Rockets,2019-11-16,0.002,0.125,4,4,0.5,0.8,0.3,0.7,0.4,0.4,0.583,0.75,117.1,118.0,117.9,114.9
Miami Heat,New Orleans Pelicans,2019-11-16,0.0164,0.0079,2,3,0.7,0.3,0.5,0.5,0.7,0.3,0.727,0.273,111.4,118.4,104.9,122.8
Dallas Mavericks,Toronto Raptors,2019-11-16,0.0094,0.0179,3,3,0.5,0.7,0.3,0.7,0.4,0.7,0.545,0.727,114.2,112.6,111.7,106.6
San Antonio Spurs,Portland Trail Blazers,2019-11-16,0.0164,0.0278,4,3,0.3,0.3,0.5,0.5,0.6,0.4,0.41700000000000004,0.33299999999999996,112.1,112.2,113.9,113.9
LA Clippers,Atlanta Hawks,2019-11-16,0.1905,0.004,3,3,0.5,0.3,0.75,0.4,0.6,0.3,0.583,0.364,111.6,107.0,108.6,111.7
