HOME_TEAM_NAME,AWAY_TEAM_NAME,GAME_DATE,HPO,APO,HGLW,AGLW,HLGR,ALGR,HLH2HR,ALH2HR,HTFR,ATFR,HSWR,ASWR,HSPS,ASPS,HSPL,ASPL
Indiana Pacers,Oklahoma City Thunder,2019-11-12,0.0196,0.004,4,4,0.6,0.4,0.5,0.5,0.5,0.3,0.6,0.4,109.3,107.3,105.9,105.5
Philadelphia 76ers,Cleveland Cavaliers,2019-11-12,0.1143,0.0007,3,3,0.6,0.4,0.4,0.6,0.8,0.2,0.667,0.444,111.0,107.1,106.2,108.0
Miami Heat,Detroit Pistons,2019-11-12,0.0164,0.004,3,3,0.6,0.3,0.6,0.4,0.7,0.2,0.667,0.364,111.1,109.0,105.4,112.1
Chicago Bulls,New York Knicks,2019-11-12,0.0023,0.001,3,3,0.3,0.2,0.4,0.6,0.2,0.2,0.3,0.2,105.4,99.2,110.0,109.3
Utah Jazz,Brooklyn Nets,2019-11-12,0.0714,0.0179,3,2,0.7,0.4,0.8,0.2,0.9,0.4,0.7,0.444,103.1,119.8,98.1,121.7
Denver Nuggets,Atlanta Hawks,2019-11-12,0.0476,0.004,3,4,0.7,0.3,0.3,0.7,0.7,0.2,0.778,0.33299999999999996,103.3,104.4,100.3,108.9
Phoenix Suns,Los Angeles Lakers,2019-11-12,0.002,0.1818,2,3,0.6,0.7,0.3,0.7,0.6,0.5,0.667,0.778,116.8,108.4,109.0,100.1
Sacramento Kings,Portland Trail Blazers,2019-11-12,0.0066,0.0278,2,3,0.3,0.4,0.3,0.7,0.4,0.4,0.33299999999999996,0.4,105.4,114.1,111.6,114.6
