HOME_TEAM_NAME,AWAY_TEAM_NAME,GAME_DATE,HPO,APO,HGLW,AGLW,HLGR,ALGR,HLH2HR,ALH2HR,HTFR,ATFR,HSWR,ASWR,HSPS,ASPS,HSPL,ASPL
Oklahoma City Thunder,New Orleans Pelicans,2019-11-02,0.004,0.0079,3,3,0.2,0.2,0.6,0.4,0.5,0.5,0.2,0.2,102.2,121.2,101.4,124.0
Detroit Pistons,Brooklyn Nets,2019-11-02,0.004,0.0179,4,3,0.2,0.3,0.5,0.5,0.4,0.5,0.33299999999999996,0.4,107.5,120.6,112.5,120.8
Orlando Magic,Denver Nuggets,2019-11-02,0.005,0.0476,4,3,0.3,0.5,0.2,0.8,0.7,0.4,0.4,0.6,94.8,106.0,99.6,106.4
Milwaukee Bucks,Toronto Raptors,2019-11-02,0.1538,0.0179,4,3,0.4,0.7,0.5,0.5,0.7,0.6,0.6,0.8,120.0,114.6,112.2,105.2
Memphis Grizzlies,Phoenix Suns,2019-11-02,0.001,0.002,2,3,0.3,0.5,0.6,0.4,0.6,0.3,0.25,0.6,107.0,115.4,120.8,106.2
Washington Wizards,Minnesota Timberwolves,2019-11-02,0.0008,0.002,2,2,0.2,0.5,0.5,0.5,0.2,0.4,0.25,0.75,119.3,114.8,119.0,112.8
Golden State Warriors,Charlotte Hornets,2019-11-02,0.0952,0.0005,4,3,0.3,0.6,0.9,0.1,0.4,0.5,0.2,0.4,113.6,108.0,126.4,117.6
Portland Trail Blazers,Philadelphia 76ers,2019-11-02,0.0278,0.1143,3,3,0.4,0.7,0.7,0.3,0.6,0.6,0.6,1.0,111.0,111.5,110.2,100.5
