Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
New York Knicks,16,17,.485,—,14,19,96.6,98.5
Philadelphia 76ers,15,17,.469,0.5,14,18,97.4,98.8
Boston Celtics,15,19,.441,1.5,17,17,100.5,100.4
New Jersey Nets,12,21,.364,4.0,9,24,86.4,92.6
Toronto Raptors,12,22,.353,4.5,14,20,97.6,99.9
Cleveland Cavaliers,20,12,.625,—,21,11,97.1,93.0
Detroit Pistons,18,14,.563,2.0,16,16,90.1,89.8
Indiana Pacers,16,15,.516,3.5,14,17,93.8,95.1
Chicago Bulls,13,18,.419,6.5,13,18,90.4,92.5
Milwaukee Bucks,12,19,.387,7.5,13,18,96.7,98.8
Miami Heat,27,8,.771,—,24,11,101.1,95.3
Washington Wizards,19,13,.594,6.5,18,14,101.7,100.3
Orlando Magic,18,14,.563,7.5,17,15,101.8,100.9
Charlotte Bobcats,8,22,.267,16.5,9,21,92.9,98.8
Atlanta Hawks,5,26,.161,20.0,5,26,90.1,100.5
Seattle SuperSonics,23,8,.742,—,21,10,99.9,95.0
Minnesota Timberwolves,17,15,.531,6.5,19,13,99.5,96.9
Portland Trail Blazers,14,17,.452,9.0,13,18,91.5,94.0
Denver Nuggets,14,18,.438,9.5,13,19,94.8,97.5
Utah Jazz,11,24,.314,14.0,13,22,94.1,97.7
Phoenix Suns,29,4,.879,—,27,6,109.3,98.7
Sacramento Kings,21,11,.656,7.5,20,12,101.8,98.6
Los Angeles Lakers,17,14,.548,11.0,16,15,98.5,98.0
Los Angeles Clippers,16,16,.500,12.5,16,16,95.1,95.2
Golden State Warriors,11,22,.333,18.0,11,22,93.8,98.6
San Antonio Spurs,28,7,.800,—,30,5,97.3,85.6
Dallas Mavericks,22,10,.688,4.5,23,9,102.0,95.6
Memphis Grizzlies,18,17,.514,10.0,20,15,93.3,91.6
Houston Rockets,16,17,.485,11.0,17,16,90.9,90.7
New Orleans Hornets,3,29,.094,23.5,6,26,86.6,95.7
