Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,44,12,.786,—,44,12,101.0,92.0
Philadelphia 76ers,27,26,.509,15.5,28,25,96.3,95.6
New Jersey Nets,24,32,.429,20.0,23,33,97.9,100.6
New York Knicks,23,31,.426,20.0,24,30,105.6,107.5
Toronto Raptors,21,36,.368,23.5,21,36,96.6,100.1
Cleveland Cavaliers,42,11,.792,—,43,10,100.9,91.0
Detroit Pistons,27,26,.509,15.0,25,28,93.5,94.0
Milwaukee Bucks,27,31,.466,17.5,29,29,99.4,99.3
Chicago Bulls,25,30,.455,18.0,25,30,100.8,102.0
Indiana Pacers,23,34,.404,21.0,25,32,104.7,106.8
Orlando Magic,40,14,.741,—,40,14,101.8,94.4
Atlanta Hawks,32,23,.582,8.5,30,25,98.7,97.3
Miami Heat,28,25,.528,11.5,26,27,96.4,96.4
Charlotte Bobcats,22,33,.400,18.5,24,31,92.3,94.1
Washington Wizards,13,42,.236,27.5,14,41,95.0,102.4
Denver Nuggets,37,18,.673,—,34,21,103.4,100.0
Portland Trail Blazers,34,20,.630,2.5,34,20,99.0,95.3
Utah Jazz,32,23,.582,5.0,33,22,102.6,99.7
Minnesota Timberwolves,18,36,.333,18.5,20,34,99.1,102.8
Oklahoma City Thunder,13,42,.236,24.0,17,38,97.9,103.9
Los Angeles Lakers,45,10,.818,—,41,14,108.9,100.6
Phoenix Suns,31,23,.574,13.5,31,23,106.4,103.9
Golden State Warriors,19,36,.345,26.0,21,34,107.7,111.4
Los Angeles Clippers,13,42,.236,32.0,13,42,95.0,103.5
Sacramento Kings,12,44,.214,33.5,12,44,99.4,108.8
San Antonio Spurs,36,17,.679,—,32,21,97.7,94.5
Houston Rockets,34,21,.618,3.0,34,21,98.5,95.2
New Orleans Hornets,32,21,.604,4.0,32,21,96.1,93.5
Dallas Mavericks,32,22,.593,4.5,29,25,100.8,99.5
Memphis Grizzlies,15,40,.273,22.0,16,39,93.5,99.7
