Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Philadelphia 76ers,50,22,.694,—,49,23,94.9,90.1
Miami Heat,42,29,.592,7.5,43,28,89.2,86.6
New York Knicks,42,30,.583,8.0,42,30,88.5,86.4
Orlando Magic,39,33,.542,11.0,40,32,97.8,96.4
Boston Celtics,33,39,.458,17.0,31,41,94.6,96.7
New Jersey Nets,25,50,.333,26.5,25,50,92.4,97.0
Washington Wizards,18,54,.250,32.0,20,52,92.9,99.5
Milwaukee Bucks,45,26,.634,—,43,28,100.6,97.5
Charlotte Hornets,40,32,.556,5.5,41,31,91.8,89.8
Toronto Raptors,40,32,.556,5.5,42,30,97.8,95.5
Indiana Pacers,33,39,.458,12.5,33,39,91.5,92.6
Cleveland Cavaliers,26,46,.361,19.5,23,49,91.6,96.6
Detroit Pistons,26,46,.361,19.5,29,43,95.3,98.0
Atlanta Hawks,22,51,.301,24.0,24,49,90.4,95.1
Chicago Bulls,12,59,.169,33.0,14,57,87.1,96.3
San Antonio Spurs,51,21,.708,—,56,16,96.5,88.3
Utah Jazz,48,24,.667,3.0,49,23,97.3,92.1
Dallas Mavericks,46,26,.639,5.0,47,25,99.7,95.5
Minnesota Timberwolves,42,30,.583,9.0,41,31,97.2,95.1
Houston Rockets,39,33,.542,12.0,42,30,96.9,94.8
Denver Nuggets,35,38,.479,16.5,31,42,96.6,98.9
Vancouver Grizzlies,21,52,.288,30.5,22,51,91.9,97.4
Sacramento Kings,49,22,.690,—,50,21,101.6,95.2
Los Angeles Lakers,48,25,.658,2.0,43,30,100.5,98.0
Portland Trail Blazers,47,25,.653,2.5,47,25,94.9,90.7
Phoenix Suns,44,27,.620,5.0,43,28,93.9,91.0
Seattle SuperSonics,41,34,.547,10.0,37,38,97.2,97.4
Los Angeles Clippers,26,47,.356,24.0,27,46,91.6,95.1
Golden State Warriors,17,55,.236,32.5,17,55,93.0,100.9
