Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
New Jersey Nets,29,23,.558,—,27,25,93.9,93.5
Philadelphia 76ers,25,27,.481,4.0,23,29,99.7,101.4
Boston Celtics,21,32,.396,8.5,24,29,97.9,99.5
Toronto Raptors,20,34,.370,10.0,23,31,100.1,102.4
New York Knicks,15,37,.288,14.0,16,36,95.5,101.2
Detroit Pistons,43,9,.827,—,41,11,98.1,89.6
Cleveland Cavaliers,32,21,.604,11.5,33,20,98.4,95.2
Indiana Pacers,27,23,.540,15.0,31,19,93.3,90.1
Milwaukee Bucks,27,26,.509,16.5,23,30,95.4,97.2
Chicago Bulls,23,29,.442,20.0,26,26,97.4,97.7
Miami Heat,33,20,.623,—,34,19,100.1,96.3
Washington Wizards,27,25,.519,5.5,28,24,99.9,98.6
Orlando Magic,19,33,.365,13.5,20,32,92.8,96.2
Atlanta Hawks,16,35,.314,16.0,16,35,95.6,101.4
Charlotte Bobcats,14,41,.255,20.0,18,37,94.5,99.5
Denver Nuggets,29,26,.527,—,29,26,100.6,100.0
Utah Jazz,25,28,.472,3.0,20,33,89.9,93.1
Minnesota Timberwolves,23,30,.434,5.0,24,29,90.9,92.0
Seattle SuperSonics,20,34,.370,8.5,18,36,101.4,106.7
Portland Trail Blazers,18,34,.346,9.5,12,40,88.6,96.5
Phoenix Suns,35,17,.673,—,37,15,107.0,100.3
Los Angeles Clippers,30,22,.577,5.0,29,23,97.0,95.5
Los Angeles Lakers,27,26,.509,8.5,29,24,98.3,96.9
Sacramento Kings,25,29,.463,11.0,28,26,98.8,98.3
Golden State Warriors,24,29,.453,11.5,26,27,99.0,99.4
Dallas Mavericks,42,11,.792,—,39,14,100.0,92.9
San Antonio Spurs,41,12,.774,1.0,39,14,94.7,88.2
Memphis Grizzlies,30,23,.566,12.0,31,22,90.0,87.7
New Orleans/Oklahoma City Hornets,29,24,.547,13.0,25,28,92.7,93.2
Houston Rockets,22,31,.415,20.0,24,29,90.2,91.4
