Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Toronto Raptors,39,26,.600,—,40,25,104.4,101.2
Boston Celtics,29,36,.446,10.0,30,35,100.6,101.6
Brooklyn Nets,26,38,.406,12.5,24,40,96.2,99.8
Philadelphia 76ers,15,51,.227,24.5,13,53,91.0,100.8
New York Knicks,13,52,.200,26.0,14,51,92.3,101.3
Cleveland Cavaliers,42,25,.627,—,44,23,103.3,98.8
Chicago Bulls,40,27,.597,2.0,38,29,100.8,98.8
Milwaukee Bucks,34,32,.515,7.5,35,31,97.6,96.8
Indiana Pacers,30,35,.462,11.0,34,31,96.5,96.0
Detroit Pistons,23,43,.348,18.5,28,38,97.9,99.9
Atlanta Hawks,51,14,.785,—,46,19,102.7,96.6
Washington Wizards,38,28,.576,13.5,36,30,98.7,97.3
Charlotte Hornets,29,35,.453,21.5,28,36,95.1,96.9
Miami Heat,29,36,.446,22.0,26,39,94.5,97.1
Orlando Magic,21,46,.313,31.0,21,46,95.6,101.3
Portland Trail Blazers,43,20,.683,—,43,20,102.7,97.5
Oklahoma City Thunder,36,29,.554,8.0,38,27,102.5,99.9
Utah Jazz,29,36,.446,15.0,31,34,95.1,95.6
Denver Nuggets,25,41,.379,19.5,25,41,100.2,103.7
Minnesota Timberwolves,14,50,.219,29.5,16,48,97.6,105.5
Golden State Warriors,52,13,.800,—,52,13,109.7,99.5
Los Angeles Clippers,42,24,.636,10.5,45,21,106.1,100.6
Phoenix Suns,34,33,.507,19.0,34,33,104.6,104.5
Sacramento Kings,22,43,.338,30.0,23,42,100.9,105.3
Los Angeles Lakers,17,47,.266,34.5,19,45,99.1,105.3
Memphis Grizzlies,46,20,.697,—,41,25,99.0,95.5
Houston Rockets,43,22,.662,2.5,39,26,103.0,100.0
Dallas Mavericks,42,25,.627,4.5,42,25,104.6,100.7
San Antonio Spurs,40,24,.625,5.0,41,23,101.9,97.9
New Orleans Pelicans,36,29,.554,9.5,34,31,99.8,99.0
