Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Orlando Magic,28,11,.718,—,25,14,90.2,86.2
Miami Heat,25,12,.676,2.0,26,11,88.8,83.5
New York Knicks,21,18,.538,7.0,21,18,86.8,85.6
Philadelphia 76ers,20,18,.526,7.5,22,16,89.2,87.2
Washington Wizards,15,23,.395,12.5,17,21,91.4,92.8
Boston Celtics,14,24,.368,13.5,15,23,91.8,94.7
New Jersey Nets,10,28,.263,17.5,11,27,88.6,94.0
Indiana Pacers,26,13,.667,—,24,15,93.9,90.5
Atlanta Hawks,23,17,.575,3.5,23,17,85.5,83.8
Milwaukee Bucks,22,16,.579,3.5,21,17,91.7,90.1
Detroit Pistons,22,17,.564,4.0,24,15,89.6,86.8
Cleveland Cavaliers,20,18,.526,5.5,20,18,88.5,87.9
Toronto Raptors,18,19,.486,7.0,16,21,90.7,92.2
Charlotte Hornets,17,20,.459,8.0,17,20,89.5,90.6
Chicago Bulls,10,29,.256,16.0,8,31,82.1,90.9
Utah Jazz,29,8,.784,—,27,10,94.0,87.1
San Antonio Spurs,26,12,.684,3.5,29,9,92.9,85.6
Houston Rockets,25,13,.658,4.5,23,15,94.4,91.9
Minnesota Timberwolves,21,18,.538,9.0,22,17,93.1,91.3
Dallas Mavericks,12,25,.324,17.0,14,23,89.9,93.0
Denver Nuggets,12,27,.308,18.0,11,28,94.0,100.1
Vancouver Grizzlies,7,32,.179,23.0,9,30,89.8,97.5
Portland Trail Blazers,29,8,.784,—,29,8,95.6,87.2
Los Angeles Lakers,25,15,.625,5.5,25,15,99.0,95.6
Phoenix Suns,19,20,.487,11.0,21,18,95.0,94.3
Seattle SuperSonics,18,19,.486,11.0,18,19,93.6,93.8
Sacramento Kings,17,21,.447,12.5,16,22,98.9,101.3
Golden State Warriors,16,21,.432,13.0,14,23,87.4,90.8
Los Angeles Clippers,6,31,.162,23.0,7,30,89.4,98.9
