Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Toronto Raptors,37,15,.712,—,35,17,114.1,108.7
Milwaukee Bucks,35,13,.729,—,37,11,117.3,107.6
Indiana Pacers,32,16,.667,3.0,33,15,108.9,103.2
Philadelphia 76ers,32,18,.640,4.0,30,20,115.6,112.2
Boston Celtics,30,19,.612,5.5,34,15,112.2,105.9
Brooklyn Nets,27,23,.540,9.0,26,24,111.8,111.4
Miami Heat,24,24,.500,11.0,24,24,105.7,105.5
Charlotte Hornets,23,25,.479,12.0,25,23,112.0,111.5
Detroit Pistons,21,27,.438,14.0,20,28,105.9,108.5
Washington Wizards,21,28,.429,14.5,20,29,112.8,115.9
Orlando Magic,20,30,.400,16.0,19,31,104.0,107.6
Atlanta Hawks,15,33,.313,20.0,14,34,109.9,117.5
Chicago Bulls,11,39,.220,25.0,11,39,101.1,111.0
New York Knicks,10,38,.208,25.0,12,36,106.8,115.3
Cleveland Cavaliers,10,41,.196,26.5,10,41,102.4,113.3
Golden State Warriors,35,14,.714,—,34,15,118.8,112.0
Denver Nuggets,33,15,.688,1.5,32,16,112.0,106.2
Oklahoma City Thunder,31,18,.633,4.0,32,17,114.2,109.3
Portland Trail Blazers,31,20,.608,5.0,30,21,112.8,110.1
Houston Rockets,29,20,.592,6.0,27,22,112.2,110.7
San Antonio Spurs,29,22,.569,7.0,30,21,112.3,109.7
Utah Jazz,29,22,.569,7.0,31,20,108.7,105.1
Los Angeles Clippers,28,22,.560,7.5,26,24,114.1,113.3
Los Angeles Lakers,26,24,.520,9.5,26,24,112.3,111.7
Sacramento Kings,25,25,.500,10.5,22,28,113.0,115.1
Minnesota Timberwolves,24,26,.480,11.5,25,25,111.7,111.6
Dallas Mavericks,22,27,.449,13.0,24,25,109.6,109.6
New Orleans Pelicans,22,28,.440,13.5,27,23,116.6,115.1
Memphis Grizzlies,20,30,.400,15.5,20,30,100.8,104.0
Phoenix Suns,11,41,.212,25.5,12,40,105.7,115.5
