Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,47,25,.653,—,48,24,98.9,94.3
Toronto Raptors,35,36,.493,11.5,30,41,103.5,105.7
New York Knicks,26,46,.361,21.0,28,44,101.6,104.9
Philadelphia 76ers,26,47,.356,21.5,28,45,97.1,100.6
New Jersey Nets,9,64,.123,38.5,14,59,91.3,101.2
Cleveland Cavaliers,57,16,.781,—,54,19,102.2,94.8
Milwaukee Bucks,39,32,.549,17.0,39,32,97.6,96.3
Chicago Bulls,34,38,.472,22.5,30,42,97.0,99.4
Indiana Pacers,27,46,.370,30.0,27,46,100.1,103.8
Detroit Pistons,23,49,.319,33.5,22,50,93.5,98.9
Orlando Magic,51,22,.699,—,53,20,101.9,94.9
Atlanta Hawks,46,26,.639,4.5,47,25,102.1,97.6
Miami Heat,39,34,.534,12.0,41,32,96.0,94.3
Charlotte Bobcats,38,34,.528,12.5,40,32,95.0,93.6
Washington Wizards,21,51,.292,29.5,23,49,95.8,101.0
Denver Nuggets,48,25,.658,—,48,25,107.2,102.5
Utah Jazz,48,26,.649,0.5,51,23,103.9,98.0
Oklahoma City Thunder,44,27,.620,3.0,44,27,100.3,96.7
Portland Trail Blazers,44,29,.603,4.0,45,28,98.2,94.9
Minnesota Timberwolves,14,59,.192,34.0,16,57,98.0,107.6
Los Angeles Lakers,54,19,.740,—,51,22,102.5,96.7
Phoenix Suns,46,26,.639,7.5,46,26,110.4,106.0
Los Angeles Clippers,27,45,.375,26.5,22,50,95.6,101.3
Sacramento Kings,24,49,.329,30.0,26,47,100.2,104.3
Golden State Warriors,20,52,.278,33.5,27,45,108.4,112.4
Dallas Mavericks,48,25,.658,—,41,32,101.6,99.7
San Antonio Spurs,43,28,.606,4.0,47,24,101.2,96.5
Memphis Grizzlies,38,34,.528,9.5,35,37,102.8,103.2
Houston Rockets,36,36,.500,11.5,35,37,101.6,101.8
New Orleans Hornets,34,40,.459,14.5,30,44,99.9,102.5
