Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,33,18,.647,—,34,17,98.7,93.7
Toronto Raptors,29,24,.547,5.0,26,27,104.6,105.0
Philadelphia 76ers,20,33,.377,14.0,22,31,97.5,99.9
New York Knicks,19,34,.358,15.0,21,32,101.2,104.1
New Jersey Nets,5,49,.093,29.5,9,45,90.0,101.1
Cleveland Cavaliers,43,11,.796,—,40,14,101.6,94.2
Chicago Bulls,27,26,.509,15.5,23,30,96.0,97.9
Milwaukee Bucks,24,28,.462,18.0,26,26,98.1,98.3
Detroit Pistons,19,34,.358,23.5,17,36,92.0,96.8
Indiana Pacers,18,35,.340,24.5,18,35,98.9,103.8
Orlando Magic,37,18,.673,—,38,17,101.4,95.8
Atlanta Hawks,34,18,.654,1.5,34,18,101.7,96.9
Miami Heat,28,27,.509,9.0,30,25,96.6,95.2
Charlotte Bobcats,26,26,.500,9.5,27,25,95.1,94.3
Washington Wizards,18,33,.353,17.0,19,32,97.7,101.6
Denver Nuggets,35,18,.660,—,35,18,107.2,102.2
Utah Jazz,34,19,.642,1.0,35,18,102.2,97.3
Portland Trail Blazers,32,24,.571,4.5,33,23,97.7,95.1
Oklahoma City Thunder,31,21,.596,3.5,32,20,98.5,95.2
Minnesota Timberwolves,13,42,.236,23.0,13,42,97.8,106.6
Los Angeles Lakers,42,13,.764,—,40,15,103.2,96.4
Phoenix Suns,32,23,.582,10.0,32,23,109.6,107.2
Los Angeles Clippers,21,33,.389,20.5,18,36,95.3,100.2
Sacramento Kings,18,36,.333,23.5,19,35,101.7,106.0
Golden State Warriors,15,38,.283,26.0,21,32,107.7,111.0
Dallas Mavericks,33,21,.611,—,30,24,101.1,99.5
San Antonio Spurs,31,21,.596,1.0,34,18,100.7,96.0
Houston Rockets,28,25,.528,4.5,27,26,100.8,100.5
New Orleans Hornets,28,26,.519,5.0,25,29,99.8,101.1
Memphis Grizzlies,27,26,.509,5.5,24,29,102.5,103.6
