Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
New Jersey Nets,41,24,.631,—,43,22,96.3,92.0
Boston Celtics,38,28,.576,3.5,37,29,96.6,95.1
Orlando Magic,35,30,.538,6.0,38,27,101.4,99.0
Philadelphia 76ers,34,30,.531,6.5,37,27,91.5,89.5
Miami Heat,30,34,.469,10.5,30,34,87.2,88.0
Washington Wizards,30,36,.455,11.5,29,37,92.3,93.9
New York Knicks,25,39,.391,15.5,24,40,91.8,95.4
Detroit Pistons,37,27,.578,—,35,29,93.3,91.9
Milwaukee Bucks,36,28,.563,1.0,35,29,98.0,96.8
Indiana Pacers,33,32,.508,4.5,32,33,97.4,97.4
Charlotte Hornets,32,33,.492,5.5,33,32,93.0,92.9
Toronto Raptors,30,36,.455,8.0,29,37,90.9,92.3
Atlanta Hawks,25,39,.391,12.0,20,44,93.7,98.8
Cleveland Cavaliers,23,42,.354,14.5,25,40,94.3,97.6
Chicago Bulls,17,50,.254,21.5,15,52,87.8,96.2
Dallas Mavericks,46,19,.708,—,40,25,105.3,101.9
San Antonio Spurs,45,21,.682,1.5,46,20,97.2,91.5
Minnesota Timberwolves,40,25,.615,6.0,41,24,99.7,96.0
Utah Jazz,35,30,.538,11.0,35,30,95.6,94.5
Houston Rockets,25,40,.385,21.0,24,41,93.3,96.7
Denver Nuggets,19,44,.302,26.0,18,45,93.1,99.3
Memphis Grizzlies,17,48,.262,29.0,15,50,89.3,97.4
Sacramento Kings,46,18,.719,—,45,19,103.4,97.2
Los Angeles Lakers,46,18,.719,—,49,15,101.2,92.9
Portland Trail Blazers,40,25,.615,6.5,41,24,96.7,93.2
Seattle SuperSonics,37,30,.552,10.5,40,27,97.9,95.1
Los Angeles Clippers,34,33,.507,13.5,34,33,95.6,95.5
Phoenix Suns,30,37,.448,17.5,32,35,95.5,96.0
Golden State Warriors,17,47,.266,29.0,21,43,96.7,101.9
