Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Cleveland Cavaliers,40,16,.714,—,38,18,111.5,105.9
Boston Celtics,37,21,.638,4.0,34,24,108.2,105.7
Washington Wizards,34,22,.607,6.0,33,23,108.1,105.5
Toronto Raptors,34,24,.586,7.0,37,21,108.4,104.2
Atlanta Hawks,32,25,.561,8.5,27,30,103.5,104.3
Indiana Pacers,30,28,.517,11.0,28,30,105.4,106.2
Chicago Bulls,29,29,.500,12.0,28,30,102.6,103.1
Detroit Pistons,28,30,.483,13.0,28,30,101.5,101.8
Miami Heat,26,32,.448,15.0,28,30,101.6,102.3
Milwaukee Bucks,25,31,.446,15.0,28,28,105.5,105.5
Charlotte Hornets,24,33,.421,16.5,29,28,104.5,104.4
New York Knicks,23,35,.397,18.0,23,35,106.0,109.4
Philadelphia 76ers,22,35,.386,18.5,19,38,101.5,106.9
Orlando Magic,21,38,.356,20.5,17,42,99.6,106.2
Brooklyn Nets,9,48,.158,31.5,14,43,105.5,114.5
Golden State Warriors,48,9,.842,—,47,10,118.3,105.5
San Antonio Spurs,44,13,.772,4.0,43,14,106.7,98.3
Houston Rockets,41,18,.695,8.0,41,18,114.7,107.8
Utah Jazz,36,22,.621,12.5,38,20,100.4,95.7
Los Angeles Clippers,35,23,.603,13.5,35,23,107.8,104.5
Memphis Grizzlies,34,25,.576,15.0,32,27,100.7,99.6
Oklahoma City Thunder,33,25,.569,15.5,29,29,106.0,105.8
Denver Nuggets,26,32,.448,22.5,27,31,110.8,111.8
Sacramento Kings,25,33,.431,23.5,24,34,103.2,105.6
Portland Trail Blazers,24,33,.421,24.0,24,33,107.4,110.0
New Orleans Pelicans,23,35,.397,25.5,22,36,103.3,106.9
Minnesota Timberwolves,23,35,.397,25.5,28,30,104.7,105.3
Dallas Mavericks,22,35,.386,26.0,24,33,97.8,100.3
Los Angeles Lakers,19,40,.322,30.0,18,41,104.3,110.7
Phoenix Suns,18,40,.310,30.5,19,39,107.2,112.7
