Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
New Jersey Nets,42,30,.583,—,43,29,89.5,87.0
Miami Heat,35,37,.486,7.0,36,36,89.8,89.7
New York Knicks,34,40,.459,9.0,33,41,92.0,93.3
Boston Celtics,32,40,.444,10.0,32,40,94.9,96.4
Philadelphia 76ers,31,42,.425,11.5,31,42,88.5,90.6
Washington Wizards,23,49,.319,19.0,22,50,91.8,97.2
Orlando Magic,19,55,.257,24.0,21,53,94.6,101.2
Indiana Pacers,53,19,.736,—,50,22,91.2,85.8
Detroit Pistons,47,27,.635,7.0,52,22,89.9,84.6
New Orleans Hornets,37,36,.507,16.5,37,36,92.1,92.0
Milwaukee Bucks,36,36,.500,17.0,39,33,98.3,97.1
Cleveland Cavaliers,32,40,.444,21.0,30,42,93.0,95.2
Toronto Raptors,30,42,.417,23.0,28,44,85.6,88.4
Atlanta Hawks,24,49,.329,29.5,22,51,90.5,96.1
Chicago Bulls,20,53,.274,33.5,20,53,88.7,95.3
Minnesota Timberwolves,50,24,.676,—,50,24,94.5,89.7
San Antonio Spurs,48,25,.658,1.5,54,19,91.3,84.9
Memphis Grizzlies,46,26,.639,3.0,44,28,96.7,93.7
Dallas Mavericks,44,28,.611,5.0,45,27,104.0,100.3
Houston Rockets,41,30,.577,7.5,42,29,89.0,86.7
Utah Jazz,38,35,.521,11.5,33,40,88.7,89.8
Denver Nuggets,38,37,.507,12.5,40,35,96.7,95.7
Sacramento Kings,51,21,.708,—,50,22,103.6,97.7
Los Angeles Lakers,49,23,.681,2.0,46,26,98.5,94.4
Portland Trail Blazers,37,35,.514,14.0,33,39,91.0,92.2
Seattle SuperSonics,34,39,.466,17.5,35,38,96.6,97.3
Golden State Warriors,31,40,.437,19.5,33,38,93.2,94.0
Los Angeles Clippers,27,47,.365,25.0,28,46,95.3,98.9
Phoenix Suns,25,49,.338,27.0,27,47,93.9,97.7
