Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Cleveland Cavaliers,49,20,.710,—,48,21,103.6,97.9
Toronto Raptors,48,21,.696,1.0,46,23,103.0,98.3
Atlanta Hawks,41,29,.586,8.5,44,26,102.6,98.8
Miami Heat,40,29,.580,9.0,38,31,99.3,97.9
Boston Celtics,40,30,.571,9.5,43,27,106.0,102.4
Charlotte Hornets,39,30,.565,10.0,40,29,103.1,101.0
Indiana Pacers,36,33,.522,13.0,37,32,101.9,100.7
Detroit Pistons,36,34,.514,13.5,37,33,102.3,101.6
Chicago Bulls,35,33,.515,13.5,31,37,101.6,102.9
Washington Wizards,34,35,.493,15.0,32,37,103.0,104.0
Milwaukee Bucks,30,40,.429,19.5,26,44,99.2,102.8
Orlando Magic,29,40,.420,20.0,29,40,100.9,103.1
New York Knicks,28,43,.394,22.0,28,43,98.5,101.4
Brooklyn Nets,19,50,.275,30.0,20,49,98.3,104.8
Philadelphia 76ers,9,61,.129,40.5,13,57,97.2,107.8
Golden State Warriors,62,7,.899,—,56,13,115.4,104.2
San Antonio Spurs,59,10,.855,3.0,59,10,104.6,92.3
Oklahoma City Thunder,48,22,.686,14.5,50,20,110.2,103.0
Los Angeles Clippers,43,26,.623,19.0,43,26,104.6,101.1
Memphis Grizzlies,40,30,.571,22.5,31,39,99.1,100.5
Portland Trail Blazers,36,35,.507,27.0,37,34,104.5,104.1
Dallas Mavericks,35,35,.500,27.5,34,36,102.9,103.3
Houston Rockets,35,35,.500,27.5,33,37,106.1,107.0
Utah Jazz,34,36,.486,28.5,38,32,97.8,96.5
Denver Nuggets,29,41,.414,33.5,30,40,102.4,104.6
Sacramento Kings,27,42,.391,35.0,29,40,106.5,109.2
New Orleans Pelicans,26,43,.377,36.0,27,42,103.3,106.4
Minnesota Timberwolves,22,47,.319,40.0,25,44,101.7,105.7
Phoenix Suns,19,50,.275,43.0,19,50,100.2,107.7
Los Angeles Lakers,14,55,.203,48.0,16,53,97.7,106.6
