Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,40,22,.645,—,41,21,98.2,93.7
Toronto Raptors,32,30,.516,8.0,28,34,104.2,105.5
Philadelphia 76ers,23,40,.365,17.5,24,39,97.7,101.0
New York Knicks,22,41,.349,18.5,24,39,101.4,104.9
New Jersey Nets,7,56,.111,33.5,11,52,90.7,101.0
Cleveland Cavaliers,50,15,.769,—,48,17,102.2,95.1
Milwaukee Bucks,34,29,.540,15.0,35,28,97.9,96.3
Chicago Bulls,31,32,.492,18.0,27,36,97.5,99.5
Detroit Pistons,22,41,.349,27.0,21,42,93.0,97.6
Indiana Pacers,21,43,.328,28.5,21,43,99.6,104.5
Orlando Magic,45,20,.692,—,46,19,101.7,95.3
Atlanta Hawks,40,23,.635,4.0,41,22,102.1,97.6
Miami Heat,32,32,.500,12.5,34,30,96.0,95.2
Charlotte Bobcats,31,31,.500,12.5,33,29,94.6,93.9
Washington Wizards,21,40,.344,22.0,22,39,97.1,101.2
Denver Nuggets,42,21,.667,—,42,21,107.6,102.6
Utah Jazz,41,22,.651,1.0,43,20,103.2,97.7
Oklahoma City Thunder,38,24,.613,3.5,38,24,99.8,96.5
Portland Trail Blazers,38,28,.576,5.5,40,26,97.9,95.1
Minnesota Timberwolves,14,50,.219,28.5,15,49,97.9,106.7
Los Angeles Lakers,47,18,.723,—,45,20,102.6,96.6
Phoenix Suns,40,25,.615,7.0,40,25,109.5,106.1
Los Angeles Clippers,25,39,.391,21.5,20,44,95.5,101.0
Sacramento Kings,21,43,.328,25.5,23,41,100.5,105.0
Golden State Warriors,17,46,.270,29.0,24,39,107.2,111.2
Dallas Mavericks,44,21,.677,—,38,27,101.8,99.2
San Antonio Spurs,36,25,.590,6.0,39,22,100.8,96.5
Memphis Grizzlies,33,31,.516,10.5,30,34,102.0,102.8
Houston Rockets,32,31,.508,11.0,32,31,101.2,101.1
New Orleans Hornets,32,32,.500,11.5,28,36,100.1,101.9
