Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,32,6,.842,—,32,6,98.8,87.3
Toronto Raptors,22,19,.537,11.5,24,17,97.3,95.2
New Jersey Nets,18,22,.450,15.0,12,28,93.4,98.8
Philadelphia 76ers,16,25,.390,17.5,16,25,93.6,96.5
New York Knicks,13,27,.325,20.0,12,28,94.5,100.6
Detroit Pistons,29,12,.707,—,31,10,97.8,90.1
Cleveland Cavaliers,21,18,.538,7.0,17,22,96.4,98.5
Indiana Pacers,18,23,.439,11.0,18,23,103.6,105.1
Chicago Bulls,16,23,.410,12.0,16,23,95.1,97.8
Milwaukee Bucks,16,24,.400,12.5,12,28,95.0,100.7
Orlando Magic,25,17,.595,—,25,17,103.5,100.5
Washington Wizards,21,17,.553,2.0,22,16,99.3,96.8
Atlanta Hawks,18,19,.486,4.5,17,20,94.4,95.1
Charlotte Bobcats,16,24,.400,8.0,15,25,95.5,99.3
Miami Heat,8,32,.200,16.0,11,29,93.5,100.1
Denver Nuggets,24,15,.615,—,23,16,107.3,104.3
Portland Trail Blazers,24,16,.600,0.5,22,18,97.1,95.7
Utah Jazz,23,18,.561,2.0,27,14,105.1,100.3
Seattle SuperSonics,9,31,.225,15.5,9,31,96.8,105.3
Minnesota Timberwolves,5,34,.128,19.0,8,31,93.3,103.0
Phoenix Suns,29,12,.707,—,28,13,110.0,104.1
Los Angeles Lakers,26,12,.684,1.5,26,12,107.6,101.5
Golden State Warriors,25,17,.595,4.5,24,18,109.0,107.1
Sacramento Kings,17,22,.436,11.0,16,23,99.2,102.0
Los Angeles Clippers,12,24,.333,14.5,12,24,93.4,98.1
New Orleans Hornets,27,12,.692,—,27,12,98.4,93.2
Dallas Mavericks,27,12,.692,—,26,13,101.5,96.2
San Antonio Spurs,25,13,.658,1.5,26,12,97.2,91.7
Houston Rockets,21,19,.525,6.5,23,17,95.3,93.4
Memphis Grizzlies,11,29,.275,16.5,15,25,101.4,105.5
