Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
New Jersey Nets,5,1,.833,—,5,1,99.8,89.5
Orlando Magic,5,1,.833,—,4,2,105.0,99.0
Philadelphia 76ers,4,1,.800,0.5,4,1,98.0,91.4
Boston Celtics,3,2,.600,1.5,2,3,94.2,96.8
Washington Wizards,3,3,.500,2.0,4,2,92.3,86.5
Miami Heat,1,3,.250,3.0,1,3,87.0,90.3
New York Knicks,1,5,.167,4.0,1,5,91.2,98.8
Detroit Pistons,5,1,.833,—,5,1,86.7,76.7
Indiana Pacers,4,1,.800,0.5,3,2,91.8,87.4
New Orleans Hornets,4,1,.800,0.5,4,1,95.0,88.4
Atlanta Hawks,3,3,.500,2.0,3,3,97.5,97.5
Milwaukee Bucks,2,3,.400,2.5,2,3,97.8,98.0
Toronto Raptors,2,3,.400,2.5,1,4,84.6,91.6
Chicago Bulls,2,4,.333,3.0,1,5,89.3,97.8
Cleveland Cavaliers,2,4,.333,3.0,2,4,85.3,92.2
Dallas Mavericks,5,0,1.000,—,4,1,108.6,94.0
San Antonio Spurs,4,1,.800,1.0,4,1,94.4,86.8
Minnesota Timberwolves,4,2,.667,1.5,3,3,93.3,95.2
Houston Rockets,2,2,.500,2.5,2,2,87.5,86.3
Utah Jazz,2,4,.333,3.5,2,4,89.8,94.2
Denver Nuggets,1,4,.200,4.0,1,4,79.4,87.4
Memphis Grizzlies,0,6,.000,5.5,1,5,95.5,106.7
Seattle SuperSonics,4,2,.667,—,4,2,94.8,88.5
Sacramento Kings,4,3,.571,0.5,5,2,99.4,91.0
Phoenix Suns,3,3,.500,1.0,3,3,82.5,84.0
Portland Trail Blazers,2,4,.333,2.0,2,4,86.2,93.0
Los Angeles Lakers,2,5,.286,2.5,3,4,91.7,94.9
Los Angeles Clippers,1,4,.200,2.5,1,4,90.8,97.0
Golden State Warriors,1,5,.167,3.0,1,5,94.7,102.5
