Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,37,15,.712,—,34,18,103.1,98.3
Toronto Raptors,34,16,.680,2.0,36,14,111.2,104.2
Cleveland Cavaliers,30,20,.600,6.0,25,25,109.6,109.3
Miami Heat,29,22,.569,7.5,24,27,100.2,100.9
Washington Wizards,29,22,.569,7.5,28,23,107.3,105.6
Indiana Pacers,29,23,.558,8.0,28,24,106.5,105.3
Milwaukee Bucks,27,23,.540,9.0,24,26,104.8,105.4
Philadelphia 76ers,24,24,.500,11.0,26,22,107.9,106.9
Detroit Pistons,24,26,.480,12.0,25,25,102.8,103.1
New York Knicks,23,29,.442,14.0,24,28,104.5,105.9
Charlotte Hornets,21,29,.420,15.0,25,25,105.7,105.6
Brooklyn Nets,19,33,.365,18.0,20,32,105.3,108.8
Chicago Bulls,18,33,.353,18.5,16,35,103.6,109.3
Orlando Magic,15,35,.300,21.0,18,32,105.7,110.3
Atlanta Hawks,15,36,.294,21.5,18,33,103.6,108.3
Golden State Warriors,40,11,.784,—,37,14,115.6,107.7
Houston Rockets,37,13,.740,2.5,36,14,113.8,106.1
San Antonio Spurs,34,20,.630,7.5,33,21,100.7,97.6
Minnesota Timberwolves,33,22,.600,9.0,33,22,108.9,105.7
Oklahoma City Thunder,30,22,.577,10.5,33,19,106.5,102.5
Portland Trail Blazers,29,22,.569,11.0,29,22,104.9,103.1
New Orleans Pelicans,27,23,.540,12.5,25,25,110.8,110.7
Denver Nuggets,27,25,.519,13.5,27,25,106.6,105.9
Los Angeles Clippers,25,25,.500,14.5,26,24,107.6,107.3
Utah Jazz,22,28,.440,17.5,25,25,102.0,102.1
Los Angeles Lakers,19,31,.380,20.5,19,31,106.7,110.3
Memphis Grizzlies,18,33,.353,22.0,21,30,99.8,102.5
Phoenix Suns,18,34,.346,22.5,15,37,104.9,111.8
Sacramento Kings,16,34,.320,23.5,12,38,98.2,106.5
Dallas Mavericks,16,36,.308,24.5,22,30,101.4,103.7
