Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
New Jersey Nets,48,30,.615,—,55,23,95.9,90.2
Philadelphia 76ers,47,31,.603,1.0,46,32,96.6,94.2
Boston Celtics,42,37,.532,6.5,38,41,92.7,93.2
Orlando Magic,40,38,.513,8.0,40,38,99.0,98.7
Washington Wizards,36,42,.462,12.0,37,41,91.6,92.3
New York Knicks,35,43,.449,13.0,35,43,95.7,97.1
Miami Heat,24,55,.304,24.5,24,55,85.3,90.5
Detroit Pistons,48,30,.615,—,51,27,91.2,87.2
Indiana Pacers,46,32,.590,2.0,49,29,96.9,93.2
New Orleans Hornets,43,35,.551,5.0,44,34,94.0,92.3
Milwaukee Bucks,39,40,.494,9.5,40,39,99.4,99.4
Atlanta Hawks,32,46,.410,16.0,28,50,93.9,98.0
Chicago Bulls,28,51,.354,20.5,25,54,94.7,99.9
Toronto Raptors,24,54,.308,24.0,23,55,90.8,96.6
Cleveland Cavaliers,15,63,.192,33.0,15,63,91.3,101.3
San Antonio Spurs,58,20,.744,—,55,23,96.3,90.5
Dallas Mavericks,57,21,.731,1.0,59,19,103.0,95.2
Minnesota Timberwolves,48,31,.608,10.5,44,35,97.8,96.3
Utah Jazz,46,33,.582,12.5,47,32,94.9,92.3
Houston Rockets,40,39,.506,18.5,43,36,93.7,92.5
Memphis Grizzlies,27,51,.346,31.0,30,48,97.7,100.8
Denver Nuggets,17,61,.218,41.0,17,61,83.7,91.8
Sacramento Kings,57,23,.713,—,57,23,101.8,95.3
Portland Trail Blazers,48,30,.615,8.0,47,31,94.8,92.1
Los Angeles Lakers,48,31,.608,8.5,45,34,99.8,97.8
Phoenix Suns,42,36,.538,14.0,43,35,95.6,94.2
Seattle SuperSonics,39,39,.500,17.0,39,39,92.2,92.2
Golden State Warriors,38,40,.487,18.0,37,41,102.1,102.8
Los Angeles Clippers,24,54,.308,32.0,26,52,93.2,97.9
