Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
New York Knicks,1,0,1.000,—,1,0,106.0,104.0
New Jersey Nets,1,0,1.000,—,1,0,90.0,84.0
Toronto Raptors,1,0,1.000,—,1,0,104.0,96.0
Boston Celtics,0,1,.000,1.0,0,1,104.0,106.0
Philadelphia 76ers,0,1,.000,1.0,0,1,103.0,107.0
Indiana Pacers,1,0,1.000,—,1,0,91.0,79.0
Chicago Bulls,1,1,.500,0.5,1,1,89.5,93.0
Detroit Pistons,0,1,.000,1.0,0,1,79.0,91.0
Milwaukee Bucks,0,1,.000,1.0,0,1,95.0,96.0
Cleveland Cavaliers,0,1,.000,1.0,0,1,96.0,104.0
Miami Heat,1,0,1.000,—,1,0,105.0,94.0
Charlotte Bobcats,1,0,1.000,—,1,0,96.0,95.0
Orlando Magic,1,1,.500,0.5,1,1,96.5,96.0
Washington Wizards,0,1,.000,1.0,0,1,84.0,90.0
Oklahoma City Thunder,2,0,1.000,—,1,1,100.5,94.5
Denver Nuggets,1,0,1.000,0.5,1,0,115.0,93.0
Portland Trail Blazers,1,0,1.000,0.5,1,0,107.0,103.0
Minnesota Timberwolves,0,1,.000,1.5,0,1,100.0,104.0
Los Angeles Clippers,1,0,1.000,—,1,0,105.0,86.0
Sacramento Kings,1,0,1.000,—,1,0,100.0,91.0
Golden State Warriors,1,1,.500,0.5,1,1,92.5,98.0
Phoenix Suns,0,1,.000,1.0,0,1,84.0,85.0
Los Angeles Lakers,0,2,.000,1.5,1,1,89.0,94.0
San Antonio Spurs,1,0,1.000,—,1,0,95.0,82.0
New Orleans Hornets,1,0,1.000,—,1,0,85.0,84.0
Memphis Grizzlies,0,1,.000,1.0,0,1,82.0,95.0
Houston Rockets,0,1,.000,1.0,0,1,95.0,104.0
Dallas Mavericks,0,2,.000,1.5,0,2,93.5,110.0
