Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
New York Knicks,21,8,.724,—,20,9,102.2,96.7
Brooklyn Nets,14,14,.500,6.5,14,14,94.5,94.4
Boston Celtics,14,14,.500,6.5,13,15,96.3,97.3
Philadelphia 76ers,14,15,.483,7.0,12,17,93.6,96.0
Toronto Raptors,9,20,.310,12.0,10,19,95.6,100.3
Indiana Pacers,16,12,.571,—,16,12,91.5,89.9
Chicago Bulls,15,12,.556,0.5,14,13,92.9,92.1
Milwaukee Bucks,15,12,.556,0.5,13,14,95.6,96.4
Detroit Pistons,9,22,.290,8.5,13,18,94.4,96.6
Cleveland Cavaliers,7,23,.233,10.0,9,21,93.7,99.2
Miami Heat,20,6,.769,—,18,8,103.5,97.2
Atlanta Hawks,17,9,.654,3.0,15,11,97.2,94.8
Orlando Magic,12,16,.429,9.0,12,16,92.8,94.4
Charlotte Bobcats,7,21,.250,14.0,6,22,96.1,105.0
Washington Wizards,3,23,.115,17.0,6,20,88.6,96.9
Oklahoma City Thunder,22,6,.786,—,21,7,105.0,96.8
Denver Nuggets,16,14,.533,7.0,17,13,102.7,101.2
Utah Jazz,15,15,.500,8.0,14,16,98.1,98.8
Portland Trail Blazers,14,13,.519,7.5,12,15,97.6,99.4
Minnesota Timberwolves,13,13,.500,8.0,14,12,95.0,94.1
Los Angeles Clippers,23,6,.793,—,24,5,101.7,91.4
Golden State Warriors,19,10,.655,4.0,16,13,101.5,99.6
Los Angeles Lakers,14,15,.483,9.0,17,12,102.9,100.6
Phoenix Suns,11,18,.379,12.0,11,18,97.3,100.8
Sacramento Kings,9,19,.321,13.5,8,20,95.7,101.9
San Antonio Spurs,22,8,.733,—,22,8,104.9,97.0
Memphis Grizzlies,18,8,.692,2.0,18,8,95.7,90.8
Houston Rockets,16,12,.571,5.0,17,11,105.3,102.5
Dallas Mavericks,12,17,.414,9.5,11,18,99.2,102.8
New Orleans Hornets,6,22,.214,15.0,8,20,91.2,97.4
