Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
New York Knicks,16,14,.533,—,14,16,97.2,98.0
Philadelphia 76ers,13,16,.448,2.5,12,17,97.0,99.0
Boston Celtics,13,17,.433,3.0,15,15,101.0,100.9
New Jersey Nets,11,18,.379,4.5,8,21,86.4,92.1
Toronto Raptors,10,21,.323,6.5,12,19,97.2,100.1
Cleveland Cavaliers,17,12,.586,—,17,12,96.9,94.1
Detroit Pistons,16,13,.552,1.0,15,14,89.9,89.3
Indiana Pacers,15,13,.536,1.5,13,15,92.6,93.4
Chicago Bulls,10,17,.370,6.0,10,17,90.4,93.4
Milwaukee Bucks,9,18,.333,7.0,11,16,96.6,99.3
Miami Heat,25,7,.781,—,22,10,101.2,95.4
Washington Wizards,16,13,.552,7.5,15,14,100.6,100.3
Orlando Magic,15,13,.536,8.0,14,14,101.5,101.6
Charlotte Bobcats,7,20,.259,15.5,8,19,93.0,99.1
Atlanta Hawks,5,24,.172,18.5,5,24,90.0,100.5
Seattle SuperSonics,22,6,.786,—,20,8,100.5,94.2
Minnesota Timberwolves,16,12,.571,6.0,18,10,99.4,95.6
Portland Trail Blazers,14,15,.483,8.5,12,17,91.2,93.4
Denver Nuggets,14,16,.467,9.0,12,18,94.8,97.3
Utah Jazz,11,20,.355,12.5,12,19,95.1,98.4
Phoenix Suns,26,4,.867,—,24,6,109.0,98.4
Sacramento Kings,19,9,.679,6.0,17,11,101.5,98.0
Los Angeles Lakers,16,12,.571,9.0,15,13,98.4,97.0
Los Angeles Clippers,14,15,.483,11.5,15,14,94.7,94.5
Golden State Warriors,11,19,.367,15.0,10,20,94.6,99.2
San Antonio Spurs,25,7,.781,—,27,5,96.8,85.2
Dallas Mavericks,20,10,.667,4.0,21,9,100.9,95.1
Houston Rockets,16,15,.516,8.5,16,15,90.2,89.5
Memphis Grizzlies,15,17,.469,10.0,17,15,93.4,92.8
New Orleans Hornets,2,26,.071,21.0,5,23,85.6,95.0
