Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Philadelphia 76ers,15,4,.789,—,13,6,96.6,90.8
Boston Celtics,12,6,.667,2.5,10,8,96.5,94.3
New Jersey Nets,12,7,.632,3.0,14,5,96.1,89.3
Orlando Magic,11,8,.579,4.0,10,9,99.6,99.4
Washington Wizards,8,10,.444,6.5,11,7,91.1,88.2
New York Knicks,5,11,.313,8.5,6,10,92.8,96.3
Miami Heat,5,13,.278,9.5,6,12,83.5,88.0
Indiana Pacers,15,3,.833,—,13,5,97.8,90.8
New Orleans Hornets,13,6,.684,2.5,13,6,95.7,91.2
Detroit Pistons,12,6,.667,3.0,11,7,85.9,83.6
Milwaukee Bucks,8,9,.471,6.5,10,7,98.2,96.1
Atlanta Hawks,8,10,.444,7.0,8,10,97.2,99.1
Toronto Raptors,6,12,.333,9.0,5,13,87.9,94.7
Chicago Bulls,4,14,.222,11.0,4,14,91.8,100.8
Cleveland Cavaliers,3,17,.150,13.0,2,18,85.5,98.6
Dallas Mavericks,17,1,.944,—,16,2,103.9,90.6
San Antonio Spurs,11,8,.579,6.5,13,6,91.5,86.1
Utah Jazz,11,8,.579,6.5,11,8,93.7,91.2
Houston Rockets,10,7,.588,6.5,10,7,89.1,87.0
Minnesota Timberwolves,10,9,.526,7.5,8,11,94.5,96.2
Denver Nuggets,5,13,.278,12.0,3,15,78.3,86.7
Memphis Grizzlies,2,17,.105,15.5,5,14,94.0,100.9
Sacramento Kings,16,5,.762,—,15,6,99.3,92.8
Seattle SuperSonics,10,9,.526,5.0,10,9,95.2,95.1
Phoenix Suns,9,8,.529,5.0,7,10,85.5,87.5
Portland Trail Blazers,7,9,.438,6.5,8,8,88.3,88.8
Golden State Warriors,7,11,.389,7.5,9,9,97.9,97.7
Los Angeles Clippers,7,12,.368,8.0,7,12,92.6,95.8
Los Angeles Lakers,7,13,.350,8.5,8,12,93.0,95.8
