Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Philadelphia 76ers,18,6,.750,—,17,7,93.6,87.4
New York Knicks,14,10,.583,4.0,14,10,85.8,83.6
Miami Heat,13,12,.520,5.5,13,12,87.8,87.1
Orlando Magic,9,14,.391,8.5,10,13,93.6,95.1
New Jersey Nets,9,14,.391,8.5,8,15,88.3,92.3
Boston Celtics,9,14,.391,8.5,8,15,93.7,97.8
Washington Wizards,4,19,.174,13.5,6,17,89.2,95.8
Charlotte Hornets,16,9,.640,—,17,8,92.1,87.2
Cleveland Cavaliers,15,7,.682,-0.5,11,11,91.1,91.5
Milwaukee Bucks,12,11,.522,3.0,11,12,97.3,97.4
Toronto Raptors,12,11,.522,3.0,13,10,94.1,92.4
Indiana Pacers,11,13,.458,4.5,12,12,93.6,93.7
Detroit Pistons,10,13,.435,5.0,10,13,94.4,96.1
Atlanta Hawks,6,18,.250,9.5,7,17,87.3,93.3
Chicago Bulls,3,21,.125,12.5,3,21,83.7,95.5
Utah Jazz,17,7,.708,—,18,6,97.3,89.5
Minnesota Timberwolves,15,9,.625,2.0,13,11,97.8,96.3
Dallas Mavericks,15,10,.600,2.5,15,10,96.0,93.3
San Antonio Spurs,14,9,.609,2.5,16,7,93.4,88.7
Houston Rockets,13,10,.565,3.5,13,10,94.6,93.2
Denver Nuggets,12,13,.480,5.5,9,16,95.9,100.0
Vancouver Grizzlies,7,16,.304,9.5,8,15,87.8,91.6
Sacramento Kings,15,6,.714,—,17,4,99.9,91.0
Portland Trail Blazers,17,8,.680,—,17,8,95.0,90.5
Los Angeles Lakers,16,9,.640,1.0,16,9,101.3,97.4
Phoenix Suns,15,8,.652,1.0,15,8,93.7,89.2
Seattle SuperSonics,13,12,.520,4.0,13,12,98.6,98.5
Los Angeles Clippers,8,17,.320,9.0,9,16,87.8,91.9
Golden State Warriors,6,18,.250,10.5,6,18,94.2,101.5
