Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
New Jersey Nets,38,17,.691,—,38,17,97.5,91.9
Boston Celtics,31,25,.554,7.5,30,26,95.4,94.6
Orlando Magic,30,26,.536,8.5,33,23,101.0,98.3
Philadelphia 76ers,27,28,.491,11.0,30,25,90.5,89.3
Washington Wizards,27,28,.491,11.0,25,30,91.9,93.2
Miami Heat,23,31,.426,14.5,23,31,86.6,88.4
New York Knicks,20,34,.370,17.5,19,35,91.1,95.1
Milwaukee Bucks,32,23,.582,—,30,25,98.3,96.8
Detroit Pistons,31,23,.574,0.5,30,24,93.2,91.5
Toronto Raptors,29,29,.500,4.5,28,30,91.2,91.9
Indiana Pacers,28,28,.500,4.5,27,29,96.8,97.3
Charlotte Hornets,27,29,.482,5.5,28,28,93.7,93.7
Atlanta Hawks,20,36,.357,12.5,16,40,93.2,99.4
Cleveland Cavaliers,20,36,.357,12.5,21,35,94.5,97.9
Chicago Bulls,15,41,.268,17.5,12,44,87.4,95.6
Dallas Mavericks,40,17,.702,—,35,22,105.0,101.4
Minnesota Timberwolves,38,18,.679,1.5,37,19,101.0,96.1
San Antonio Spurs,36,20,.643,3.5,38,18,96.9,92.1
Utah Jazz,31,25,.554,8.5,29,27,95.9,95.2
Houston Rockets,20,36,.357,19.5,20,36,92.4,96.1
Denver Nuggets,16,37,.302,22.0,16,37,92.7,98.5
Memphis Grizzlies,15,41,.268,24.5,14,42,89.9,97.3
Sacramento Kings,41,15,.732,—,40,16,104.1,97.2
Los Angeles Lakers,39,16,.709,1.5,42,13,101.2,93.1
Portland Trail Blazers,32,24,.571,9.0,33,23,96.1,93.5
Seattle SuperSonics,31,26,.544,10.5,33,24,98.1,95.7
Los Angeles Clippers,29,30,.492,13.5,28,31,95.6,96.2
Phoenix Suns,27,30,.474,14.5,29,28,96.7,96.4
Golden State Warriors,15,39,.278,25.0,18,36,95.8,100.5
