Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Miami Heat,50,29,.633,—,48,31,94.6,91.7
New York Knicks,49,31,.613,1.5,45,35,92.1,90.4
Philadelphia 76ers,48,32,.600,2.5,44,36,94.9,93.5
Orlando Magic,40,39,.506,10.0,42,37,100.4,99.6
Boston Celtics,33,46,.418,17.0,35,44,99.0,100.5
New Jersey Nets,31,49,.388,19.5,37,43,97.7,98.7
Washington Wizards,29,51,.363,21.5,32,48,96.7,99.6
Indiana Pacers,53,26,.671,—,51,28,101.2,96.8
Charlotte Hornets,46,33,.582,7.0,46,33,98.5,96.1
Toronto Raptors,44,35,.557,9.0,40,39,97.6,97.4
Detroit Pistons,41,38,.519,12.0,44,35,103.6,102.1
Milwaukee Bucks,40,40,.500,13.5,40,40,101.3,101.2
Cleveland Cavaliers,31,48,.392,22.0,30,49,96.8,100.3
Atlanta Hawks,26,53,.329,27.0,25,54,94.0,99.4
Chicago Bulls,17,62,.215,36.0,15,64,84.7,94.1
Utah Jazz,53,26,.671,—,52,27,96.4,92.1
San Antonio Spurs,51,29,.638,2.5,57,23,96.0,90.1
Minnesota Timberwolves,49,30,.620,4.0,47,32,98.4,95.7
Dallas Mavericks,37,42,.468,16.0,37,42,101.0,101.9
Houston Rockets,33,46,.418,20.0,37,42,99.3,100.2
Denver Nuggets,33,47,.413,20.5,34,46,98.9,101.1
Vancouver Grizzlies,21,58,.266,32.0,24,55,93.8,99.5
Los Angeles Lakers,66,13,.835,—,62,17,100.8,91.8
Portland Trail Blazers,57,22,.722,9.0,57,22,97.2,90.8
Phoenix Suns,52,27,.658,14.0,55,24,99.1,93.6
Sacramento Kings,44,35,.557,22.0,48,31,105.2,101.9
Seattle SuperSonics,43,36,.544,23.0,42,37,98.5,97.6
Golden State Warriors,19,61,.238,47.5,19,61,95.6,103.9
Los Angeles Clippers,14,66,.175,52.5,13,67,91.7,103.4
