Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Miami Heat,49,26,.653,—,47,28,95.0,91.5
New York Knicks,47,28,.627,2.0,43,32,92.5,90.4
Philadelphia 76ers,44,31,.587,5.0,40,35,94.9,93.8
Orlando Magic,38,37,.507,11.0,40,35,100.9,100.0
New Jersey Nets,31,45,.408,18.5,36,40,98.0,98.7
Boston Celtics,30,46,.395,19.5,33,43,98.9,100.8
Washington Wizards,27,48,.360,22.0,29,46,96.2,99.3
Indiana Pacers,51,24,.680,—,50,25,102.0,97.2
Charlotte Hornets,42,33,.560,9.0,42,33,98.0,96.2
Toronto Raptors,41,34,.547,10.0,37,38,97.9,98.2
Detroit Pistons,40,35,.533,11.0,42,33,104.0,102.3
Milwaukee Bucks,36,39,.480,15.0,37,38,100.9,101.1
Cleveland Cavaliers,29,46,.387,22.0,27,48,96.3,100.2
Atlanta Hawks,26,49,.347,25.0,25,50,94.1,99.0
Chicago Bulls,16,59,.213,35.0,14,61,84.2,93.7
Utah Jazz,52,23,.693,—,51,24,96.8,91.8
San Antonio Spurs,47,28,.627,5.0,53,22,96.0,90.1
Minnesota Timberwolves,47,29,.618,5.5,46,30,98.5,95.5
Dallas Mavericks,34,41,.453,18.0,34,41,100.9,102.1
Denver Nuggets,30,45,.400,22.0,32,43,98.6,100.8
Houston Rockets,30,46,.395,22.5,35,41,99.1,100.4
Vancouver Grizzlies,21,53,.284,30.5,23,51,93.5,98.9
Los Angeles Lakers,64,12,.842,—,61,15,100.8,91.3
Portland Trail Blazers,54,21,.720,9.5,54,21,97.5,91.1
Phoenix Suns,48,27,.640,15.5,51,24,98.7,93.4
Sacramento Kings,43,32,.573,20.5,46,29,105.1,101.7
Seattle SuperSonics,42,33,.560,21.5,40,35,98.2,97.3
Golden State Warriors,17,59,.224,47.0,17,59,95.0,103.6
Los Angeles Clippers,14,61,.187,49.5,11,64,91.4,103.3
