Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,16,7,.696,—,14,9,98.4,94.8
New Jersey Nets,16,8,.667,0.5,18,6,97.0,89.5
Philadelphia 76ers,15,9,.625,1.5,14,10,94.9,92.5
Orlando Magic,13,12,.520,4.0,11,14,98.4,100.0
Washington Wizards,10,13,.435,6.0,12,11,89.4,88.3
New York Knicks,7,14,.333,8.0,8,13,92.7,96.0
Miami Heat,6,17,.261,10.0,6,17,84.0,89.9
Indiana Pacers,18,5,.783,—,17,6,98.5,92.0
New Orleans Hornets,17,8,.680,2.0,16,9,95.3,91.5
Detroit Pistons,16,7,.696,2.0,15,8,87.3,83.6
Milwaukee Bucks,10,13,.435,8.0,13,10,99.7,98.3
Atlanta Hawks,10,13,.435,8.0,9,14,95.9,98.3
Chicago Bulls,7,16,.304,11.0,6,17,92.8,99.5
Toronto Raptors,7,16,.304,11.0,6,17,87.8,94.8
Cleveland Cavaliers,5,20,.200,14.0,4,21,90.2,101.0
Dallas Mavericks,20,3,.870,—,20,3,105.4,93.2
San Antonio Spurs,14,9,.609,6.0,15,8,92.3,87.8
Minnesota Timberwolves,13,11,.542,7.5,12,12,95.6,96.1
Houston Rockets,12,10,.545,7.5,13,9,91.0,88.8
Utah Jazz,12,11,.522,8.0,14,9,94.3,91.5
Denver Nuggets,6,18,.250,14.5,5,19,80.5,88.9
Memphis Grizzlies,6,19,.240,15.0,7,18,94.5,100.7
Sacramento Kings,20,6,.769,—,19,7,99.5,92.2
Phoenix Suns,13,10,.565,5.5,11,12,89.0,89.8
Seattle SuperSonics,13,11,.542,6.0,13,11,93.7,93.0
Portland Trail Blazers,11,11,.500,7.0,12,10,90.1,89.0
Los Angeles Clippers,10,14,.417,9.0,9,15,92.9,95.8
Los Angeles Lakers,10,15,.400,9.5,11,14,94.6,96.3
Golden State Warriors,8,15,.348,10.5,10,13,98.3,100.3
