Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Toronto Raptors,42,28,.600,—,42,28,104.3,101.2
Boston Celtics,30,39,.435,11.5,32,37,100.7,101.8
Brooklyn Nets,29,39,.426,12.0,26,42,97.4,100.7
Philadelphia 76ers,17,53,.243,25.0,14,56,91.0,100.3
New York Knicks,14,56,.200,28.0,15,55,92.2,101.2
Cleveland Cavaliers,46,26,.639,—,48,24,103.5,98.7
Chicago Bulls,42,29,.592,3.5,41,30,100.8,98.8
Milwaukee Bucks,34,36,.486,11.0,36,34,97.8,97.5
Indiana Pacers,30,39,.435,14.5,34,35,96.6,96.8
Detroit Pistons,26,44,.371,19.0,31,39,98.0,99.6
Atlanta Hawks,53,17,.757,—,47,23,102.6,97.4
Washington Wizards,40,30,.571,13.0,37,33,98.5,97.5
Miami Heat,32,37,.464,20.5,29,40,94.8,97.0
Charlotte Hornets,30,38,.441,22.0,29,39,94.8,97.0
Orlando Magic,22,50,.306,32.0,22,50,96.1,102.1
Portland Trail Blazers,44,24,.647,—,45,23,102.6,97.9
Oklahoma City Thunder,40,30,.571,5.0,42,28,103.2,100.3
Utah Jazz,31,38,.449,13.5,34,35,94.7,94.9
Denver Nuggets,27,44,.380,18.5,27,44,100.5,103.9
Minnesota Timberwolves,15,54,.217,29.5,17,52,97.7,105.8
Golden State Warriors,56,13,.812,—,55,14,109.7,99.3
Los Angeles Clippers,46,25,.648,11.0,48,23,106.1,100.5
Phoenix Suns,38,33,.535,19.0,37,34,104.2,103.6
Sacramento Kings,24,45,.348,32.0,25,44,101.1,105.1
Los Angeles Lakers,18,50,.265,37.5,21,47,98.7,104.5
Memphis Grizzlies,49,21,.700,—,44,26,99.0,95.4
Houston Rockets,46,23,.667,2.5,42,27,103.3,100.2
San Antonio Spurs,44,25,.638,4.5,45,24,102.5,97.8
Dallas Mavericks,44,27,.620,5.5,44,27,104.6,101.1
New Orleans Pelicans,37,33,.529,12.0,36,34,99.3,99.0
