Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
New Jersey Nets,30,14,.682,—,34,10,97.7,90.0
Boston Celtics,26,18,.591,4.0,23,21,94.4,93.6
Philadelphia 76ers,23,21,.523,7.0,23,21,94.4,94.0
Orlando Magic,23,23,.500,8.0,21,25,97.0,98.4
Washington Wizards,22,23,.489,8.5,25,20,92.2,91.0
New York Knicks,18,24,.429,11.0,18,24,92.8,94.6
Miami Heat,15,29,.341,15.0,15,29,85.4,89.6
Indiana Pacers,33,12,.733,—,30,15,98.5,93.4
Detroit Pistons,28,15,.651,4.0,27,16,89.9,86.7
New Orleans Hornets,23,22,.511,10.0,25,20,94.2,92.9
Milwaukee Bucks,22,21,.512,10.0,23,20,98.7,98.0
Chicago Bulls,17,27,.386,15.5,16,28,94.2,98.2
Atlanta Hawks,16,28,.364,16.5,15,29,93.0,97.8
Toronto Raptors,11,33,.250,21.5,11,33,88.3,95.5
Cleveland Cavaliers,9,36,.200,24.0,8,37,90.1,100.5
Dallas Mavericks,34,9,.791,—,34,9,102.0,92.3
San Antonio Spurs,28,16,.636,6.5,29,15,93.4,89.2
Minnesota Timberwolves,27,18,.600,8.0,25,20,96.3,95.0
Utah Jazz,25,18,.581,9.0,28,15,95.9,91.8
Houston Rockets,24,19,.558,10.0,24,19,91.7,90.2
Memphis Grizzlies,13,31,.295,21.5,14,30,95.2,100.4
Denver Nuggets,10,34,.227,24.5,9,35,80.1,88.2
Sacramento Kings,32,13,.711,—,34,11,101.1,93.3
Portland Trail Blazers,27,15,.643,3.5,25,17,94.0,91.6
Phoenix Suns,26,20,.565,6.5,24,22,93.3,92.9
Golden State Warriors,20,23,.465,11.0,21,22,99.5,99.9
Los Angeles Lakers,19,23,.452,11.5,21,21,96.9,96.9
Seattle SuperSonics,19,23,.452,11.5,20,22,91.9,92.4
Los Angeles Clippers,16,28,.364,15.5,16,28,92.4,95.9
