Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Orlando Magic,14,4,.778,—,11,7,90.2,87.0
Miami Heat,12,5,.706,1.5,12,5,89.4,84.2
New York Knicks,10,7,.588,3.5,9,8,84.7,83.6
Philadelphia 76ers,10,7,.588,3.5,11,6,89.5,84.9
Boston Celtics,7,8,.467,5.5,7,8,96.9,98.1
Washington Wizards,7,9,.438,6.0,6,10,91.7,94.4
New Jersey Nets,3,13,.188,10.0,4,12,85.6,91.5
Indiana Pacers,12,5,.706,—,10,7,92.3,89.8
Milwaukee Bucks,9,5,.643,1.5,9,5,91.1,86.6
Detroit Pistons,10,7,.588,2.0,11,6,90.5,86.2
Atlanta Hawks,8,8,.500,3.5,10,6,85.0,82.5
Cleveland Cavaliers,7,8,.467,4.0,8,7,88.5,87.5
Toronto Raptors,6,10,.375,5.5,6,10,90.2,92.7
Charlotte Hornets,4,11,.267,7.0,4,11,87.1,94.4
Chicago Bulls,4,12,.250,7.5,4,12,81.1,88.4
Utah Jazz,13,4,.765,—,13,4,96.0,87.5
Minnesota Timberwolves,11,6,.647,2.0,12,5,96.2,90.9
San Antonio Spurs,10,8,.556,3.5,13,5,91.3,86.0
Houston Rockets,10,8,.556,3.5,8,10,91.6,92.7
Dallas Mavericks,6,13,.316,8.0,6,13,89.6,94.1
Denver Nuggets,5,13,.278,8.5,5,13,95.1,101.4
Vancouver Grizzlies,4,13,.235,9.0,4,13,94.3,102.4
Portland Trail Blazers,13,3,.813,—,13,3,97.3,88.0
Los Angeles Lakers,13,6,.684,1.5,13,6,98.6,93.2
Seattle SuperSonics,9,7,.563,4.0,8,8,90.6,91.0
Phoenix Suns,9,8,.529,4.5,8,9,96.7,96.7
Sacramento Kings,9,9,.500,5.0,9,9,99.8,99.4
Golden State Warriors,7,10,.412,6.5,6,11,88.4,92.6
Los Angeles Clippers,0,15,.000,12.5,2,13,88.5,102.1
