Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,4,0,1.000,—,4,0,106.5,88.5
New Jersey Nets,4,1,.800,0.5,2,3,89.6,92.8
Toronto Raptors,3,3,.500,2.0,3,3,98.8,97.3
New York Knicks,2,2,.500,2.0,2,2,106.0,106.8
Philadelphia 76ers,2,3,.400,2.5,3,2,95.6,90.4
Detroit Pistons,4,1,.800,—,4,1,99.0,87.8
Indiana Pacers,3,2,.600,1.0,2,3,100.6,101.2
Cleveland Cavaliers,3,3,.500,1.5,2,4,96.3,99.8
Milwaukee Bucks,2,3,.400,2.0,2,3,92.0,93.0
Chicago Bulls,1,4,.200,3.0,1,4,89.6,95.2
Orlando Magic,5,1,.833,—,4,2,102.7,97.0
Charlotte Bobcats,3,2,.600,1.5,1,4,86.8,96.6
Atlanta Hawks,2,3,.400,2.5,2,3,92.4,95.0
Washington Wizards,0,5,.000,4.5,1,4,90.4,104.2
Miami Heat,0,5,.000,4.5,1,4,86.4,92.4
Utah Jazz,4,2,.667,—,4,2,110.0,105.5
Denver Nuggets,3,3,.500,1.0,3,3,105.0,102.8
Portland Trail Blazers,2,3,.400,1.5,2,3,94.6,99.2
Minnesota Timberwolves,0,4,.000,3.0,1,3,95.0,103.5
Seattle SuperSonics,0,6,.000,4.0,1,5,100.0,108.8
Los Angeles Clippers,4,1,.800,—,3,2,103.0,99.6
Phoenix Suns,4,2,.667,0.5,4,2,104.0,99.8
Los Angeles Lakers,3,2,.600,1.0,3,2,108.4,102.6
Sacramento Kings,1,4,.200,3.0,1,4,93.4,102.8
Golden State Warriors,0,5,.000,4.0,1,4,107.8,119.6
Houston Rockets,5,1,.833,—,4,2,96.8,90.7
San Antonio Spurs,5,1,.833,—,4,2,95.3,88.3
Dallas Mavericks,4,1,.800,0.5,4,1,107.2,98.0
New Orleans Hornets,4,2,.667,1.0,4,2,100.5,94.2
Memphis Grizzlies,1,3,.250,3.0,1,3,103.8,108.3
