Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,23,7,.767,—,23,7,100.5,91.9
Toronto Raptors,15,17,.469,9.0,13,19,103.4,105.8
New York Knicks,12,19,.387,11.5,13,18,100.8,102.9
Philadelphia 76ers,8,22,.267,15.0,11,19,97.1,101.5
New Jersey Nets,2,29,.065,21.5,5,26,89.8,101.2
Cleveland Cavaliers,25,8,.758,—,24,9,100.3,93.6
Chicago Bulls,12,17,.414,11.0,8,21,91.5,97.6
Milwaukee Bucks,12,17,.414,11.0,14,15,97.4,98.1
Detroit Pistons,11,20,.355,13.0,11,20,91.6,95.8
Indiana Pacers,9,21,.300,14.5,9,21,96.6,102.1
Orlando Magic,22,8,.733,—,20,10,101.2,95.9
Atlanta Hawks,21,9,.700,1.0,22,8,104.9,97.5
Miami Heat,16,12,.571,5.0,16,12,97.7,96.0
Charlotte Bobcats,12,17,.414,9.5,14,15,91.3,92.0
Washington Wizards,10,20,.333,12.0,11,19,99.4,102.9
Denver Nuggets,20,12,.625,—,21,11,106.9,101.7
Portland Trail Blazers,20,13,.606,0.5,21,12,96.3,92.8
Utah Jazz,17,13,.567,2.0,18,12,100.0,97.6
Oklahoma City Thunder,17,14,.548,2.5,18,13,98.7,96.6
Minnesota Timberwolves,7,25,.219,13.0,6,26,94.8,104.9
Los Angeles Lakers,25,6,.806,—,22,9,103.9,97.0
Phoenix Suns,20,12,.625,5.5,20,12,109.8,106.0
Sacramento Kings,14,16,.467,10.5,14,16,104.0,105.2
Los Angeles Clippers,13,17,.433,11.5,11,19,95.4,99.0
Golden State Warriors,9,22,.290,16.0,11,20,107.4,112.3
Dallas Mavericks,22,9,.710,—,20,11,101.2,96.5
San Antonio Spurs,18,11,.621,3.0,20,9,102.2,96.7
Houston Rockets,19,13,.594,3.5,17,15,100.6,99.7
Memphis Grizzlies,14,16,.467,7.5,13,17,102.8,104.5
New Orleans Hornets,13,16,.448,8.0,11,18,98.1,101.3
