Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Toronto Raptors,35,27,.565,—,38,24,100.3,97.1
Brooklyn Nets,32,30,.516,3.0,28,34,97.5,98.9
New York Knicks,25,40,.385,11.5,28,37,98.4,100.3
Boston Celtics,22,41,.349,13.5,24,39,95.6,99.2
Philadelphia 76ers,15,48,.238,20.5,12,51,99.8,111.0
Indiana Pacers,46,17,.730,—,45,18,98.6,92.2
Chicago Bulls,35,28,.556,11.0,34,29,93.1,92.2
Detroit Pistons,24,39,.381,22.0,25,38,100.9,103.8
Cleveland Cavaliers,24,40,.375,22.5,22,42,97.0,101.6
Milwaukee Bucks,13,50,.206,33.0,15,48,94.4,102.4
Miami Heat,44,17,.721,—,42,19,104.0,98.4
Washington Wizards,33,30,.524,12.0,33,30,100.7,99.9
Charlotte Bobcats,30,34,.469,15.5,28,36,95.6,97.4
Atlanta Hawks,27,35,.435,17.5,29,33,101.7,102.6
Orlando Magic,19,46,.292,27.0,21,44,96.8,102.0
Oklahoma City Thunder,46,17,.730,—,45,18,105.7,99.2
Portland Trail Blazers,42,21,.667,4.0,41,22,107.7,102.8
Minnesota Timberwolves,31,31,.500,14.5,39,23,106.2,102.5
Denver Nuggets,27,36,.429,19.0,27,36,103.3,105.6
Utah Jazz,22,42,.344,24.5,19,45,94.8,100.8
Los Angeles Clippers,45,20,.692,—,47,18,107.8,100.8
Golden State Warriors,40,24,.625,4.5,42,22,103.5,98.7
Phoenix Suns,36,27,.571,8.0,37,26,105.5,103.0
Sacramento Kings,22,41,.349,22.0,26,37,101.3,103.8
Los Angeles Lakers,22,42,.344,22.5,20,44,102.0,107.9
San Antonio Spurs,46,16,.742,—,44,18,104.6,98.1
Houston Rockets,44,19,.698,2.5,42,21,106.6,101.6
Dallas Mavericks,38,26,.594,9.0,37,27,104.5,102.2
Memphis Grizzlies,36,26,.581,10.0,33,29,95.8,94.8
New Orleans Pelicans,26,37,.413,20.5,26,37,99.6,102.1
