Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,16,2,.889,—,16,2,102.2,88.1
Toronto Raptors,10,10,.500,7.0,12,8,99.2,96.9
New Jersey Nets,9,11,.450,8.0,6,14,90.6,96.4
New York Knicks,6,12,.333,10.0,4,14,93.9,101.7
Philadelphia 76ers,6,13,.316,10.5,8,11,92.0,94.7
Detroit Pistons,13,6,.684,—,14,5,99.9,92.2
Indiana Pacers,10,10,.500,3.5,9,11,103.6,104.7
Cleveland Cavaliers,9,11,.450,4.5,6,14,96.1,101.4
Milwaukee Bucks,8,10,.444,4.5,6,12,94.8,99.9
Chicago Bulls,6,11,.353,6.0,6,11,89.8,94.5
Orlando Magic,16,5,.762,—,15,6,104.7,98.4
Washington Wizards,9,10,.474,6.0,9,10,101.8,101.9
Atlanta Hawks,8,10,.444,6.5,8,10,93.3,95.2
Charlotte Bobcats,6,11,.353,8.0,5,12,91.8,97.8
Miami Heat,4,15,.211,11.0,6,13,91.6,97.0
Utah Jazz,13,7,.650,—,15,5,106.6,99.5
Denver Nuggets,12,8,.600,1.0,13,7,107.4,102.4
Portland Trail Blazers,7,12,.368,5.5,6,13,92.5,97.7
Seattle SuperSonics,5,15,.250,8.0,5,15,98.9,106.2
Minnesota Timberwolves,2,15,.118,9.5,4,13,92.9,102.1
Phoenix Suns,16,4,.800,—,14,6,111.1,104.7
Los Angeles Lakers,11,8,.579,4.5,12,7,106.3,101.9
Golden State Warriors,11,8,.579,4.5,11,8,110.3,107.4
Sacramento Kings,7,11,.389,8.0,7,11,100.2,103.6
Los Angeles Clippers,7,11,.389,8.0,6,12,94.0,98.8
San Antonio Spurs,17,3,.850,—,16,4,101.5,92.5
New Orleans Hornets,13,7,.650,4.0,12,8,96.9,94.4
Dallas Mavericks,12,8,.600,5.0,12,8,102.5,99.3
Houston Rockets,11,9,.550,6.0,12,8,96.0,93.7
Memphis Grizzlies,6,13,.316,10.5,8,11,104.5,106.2
