Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Miami Heat,41,23,.641,—,40,24,95.9,92.6
New York Knicks,40,24,.625,1.0,37,27,92.5,90.4
Philadelphia 76ers,36,28,.563,5.0,34,30,93.9,93.0
Orlando Magic,31,35,.470,11.0,32,34,101.0,101.5
Boston Celtics,29,36,.446,12.5,30,35,98.5,99.5
New Jersey Nets,27,36,.429,13.5,32,31,97.7,97.6
Washington Wizards,21,45,.318,21.0,24,42,96.0,100.0
Indiana Pacers,45,21,.682,—,44,22,102.1,97.2
Toronto Raptors,38,26,.594,6.0,34,30,98.3,97.6
Charlotte Hornets,35,29,.547,9.0,36,28,98.2,96.6
Detroit Pistons,32,32,.500,12.0,34,30,104.0,103.2
Milwaukee Bucks,31,34,.477,13.5,32,33,101.9,102.1
Cleveland Cavaliers,25,39,.391,19.0,23,41,97.0,101.0
Atlanta Hawks,24,40,.375,20.0,24,40,95.6,99.0
Chicago Bulls,13,51,.203,31.0,12,52,84.9,94.3
Utah Jazz,43,21,.672,—,42,22,96.3,91.8
San Antonio Spurs,41,24,.631,2.5,46,19,96.0,90.3
Minnesota Timberwolves,38,26,.594,5.0,37,27,97.7,95.3
Dallas Mavericks,27,37,.422,16.0,29,35,101.1,102.6
Denver Nuggets,27,38,.415,16.5,28,37,98.9,100.9
Houston Rockets,24,41,.369,19.5,27,38,97.8,100.3
Vancouver Grizzlies,18,48,.273,26.0,20,46,93.7,99.5
Los Angeles Lakers,54,12,.818,—,53,13,100.6,91.3
Portland Trail Blazers,49,16,.754,4.5,48,17,97.8,91.0
Phoenix Suns,41,23,.641,12.0,44,20,99.0,93.8
Seattle SuperSonics,40,26,.606,14.0,36,30,98.2,96.8
Sacramento Kings,37,27,.578,16.0,39,25,105.5,102.1
Golden State Warriors,17,48,.262,36.5,17,48,95.7,103.2
Los Angeles Clippers,14,52,.212,40.0,11,55,91.3,102.5
