Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
New Jersey Nets,7,1,.875,—,6,2,96.8,89.9
Boston Celtics,5,2,.714,1.5,5,2,100.6,93.3
Orlando Magic,5,5,.500,3.0,6,4,103.0,99.0
Philadelphia 76ers,4,5,.444,3.5,5,4,85.4,85.2
New York Knicks,4,6,.400,4.0,4,6,86.2,89.8
Miami Heat,2,7,.222,5.5,3,6,82.7,88.2
Washington Wizards,2,7,.222,5.5,3,6,91.8,97.4
Milwaukee Bucks,5,1,.833,—,3,3,100.2,98.3
Detroit Pistons,5,2,.714,0.5,6,1,98.4,86.0
Toronto Raptors,6,4,.600,1.0,6,4,97.9,94.9
Indiana Pacers,6,5,.545,1.5,7,4,101.0,98.2
Charlotte Hornets,4,4,.500,2.0,3,5,92.5,96.1
Atlanta Hawks,2,7,.222,4.5,2,7,88.2,96.7
Cleveland Cavaliers,2,8,.200,5.0,2,8,88.1,98.9
Chicago Bulls,1,8,.111,5.5,1,8,81.9,99.8
Minnesota Timberwolves,7,1,.875,—,7,1,104.5,91.8
San Antonio Spurs,7,2,.778,0.5,7,2,102.2,94.9
Dallas Mavericks,6,3,.667,1.5,5,4,97.9,95.9
Houston Rockets,5,4,.556,2.5,4,5,90.9,91.9
Denver Nuggets,4,5,.444,3.5,4,5,96.1,96.4
Utah Jazz,4,6,.400,4.0,3,7,96.0,100.6
Memphis Grizzlies,0,8,.000,7.0,1,7,88.8,101.6
Los Angeles Lakers,7,1,.875,—,6,2,102.4,93.9
Sacramento Kings,7,2,.778,0.5,7,2,102.7,92.7
Portland Trail Blazers,5,5,.500,3.0,5,5,95.4,94.8
Golden State Warriors,5,5,.500,3.0,5,5,94.4,94.1
Phoenix Suns,5,5,.500,3.0,6,4,99.9,97.9
Los Angeles Clippers,4,5,.444,3.5,5,4,102.0,101.3
Seattle SuperSonics,4,6,.400,4.0,4,6,96.9,98.3
