Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
New Jersey Nets,22,18,.550,—,20,20,95.0,94.8
Philadelphia 76ers,21,21,.500,2.0,20,22,101.6,102.4
Boston Celtics,17,25,.405,6.0,19,23,98.7,100.4
Toronto Raptors,14,29,.326,9.5,16,27,99.1,102.8
New York Knicks,13,27,.325,9.0,15,25,97.4,101.3
Detroit Pistons,35,5,.875,—,32,8,100.0,90.6
Cleveland Cavaliers,23,17,.575,12.0,25,15,99.1,95.2
Indiana Pacers,21,20,.512,14.5,23,18,93.1,91.6
Milwaukee Bucks,21,20,.512,14.5,16,25,97.0,99.8
Chicago Bulls,18,23,.439,17.5,19,22,96.7,97.4
Miami Heat,25,18,.581,—,27,16,99.9,96.1
Washington Wizards,19,21,.475,4.5,21,19,100.1,99.7
Orlando Magic,18,22,.450,5.5,17,23,93.6,95.7
Atlanta Hawks,11,29,.275,12.5,11,29,94.8,101.3
Charlotte Bobcats,11,32,.256,14.0,14,29,94.8,100.0
Denver Nuggets,25,19,.568,—,25,19,100.6,98.5
Utah Jazz,21,22,.488,3.5,17,26,90.1,93.0
Minnesota Timberwolves,19,21,.475,4.0,20,20,91.2,90.9
Seattle SuperSonics,17,25,.405,7.0,15,27,102.2,106.5
Portland Trail Blazers,14,26,.350,9.0,10,30,88.8,95.9
Phoenix Suns,27,15,.643,—,29,13,106.2,100.4
Los Angeles Clippers,23,16,.590,2.5,21,18,96.7,95.4
Los Angeles Lakers,22,19,.537,4.5,24,17,98.3,96.2
Golden State Warriors,19,22,.463,7.5,19,22,99.0,99.9
Sacramento Kings,18,24,.429,9.0,19,23,99.1,100.2
San Antonio Spurs,33,10,.767,—,32,11,94.7,88.1
Dallas Mavericks,33,10,.767,—,30,13,99.9,93.8
Memphis Grizzlies,25,16,.610,7.0,26,15,90.4,87.0
New Orleans/Oklahoma City Hornets,20,22,.476,12.5,18,24,91.2,93.0
Houston Rockets,15,26,.366,17.0,17,24,89.7,91.8
