Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,9,2,.818,—,7,4,94.3,89.7
New York Knicks,6,4,.600,2.5,5,5,105.7,105.5
Toronto Raptors,5,4,.556,3.0,4,5,95.8,96.0
Philadelphia 76ers,5,5,.500,3.5,6,4,97.4,93.8
New Jersey Nets,4,5,.444,4.0,3,6,97.3,101.1
Cleveland Cavaliers,8,2,.800,—,7,3,101.1,93.6
Detroit Pistons,7,3,.700,1.0,6,4,98.9,96.3
Chicago Bulls,5,5,.500,3.0,5,5,97.7,96.4
Milwaukee Bucks,5,6,.455,3.5,5,6,94.9,96.0
Indiana Pacers,4,5,.444,3.5,5,4,98.3,96.3
Orlando Magic,7,3,.700,—,7,3,99.0,93.3
Atlanta Hawks,6,3,.667,0.5,6,3,101.1,97.1
Miami Heat,5,5,.500,2.0,6,4,98.7,94.5
Charlotte Bobcats,3,6,.333,3.5,3,6,88.9,93.0
Washington Wizards,1,6,.143,4.5,1,6,94.1,104.0
Utah Jazz,7,4,.636,—,7,4,97.5,93.4
Denver Nuggets,6,4,.600,0.5,5,5,98.4,97.0
Portland Trail Blazers,6,4,.600,0.5,4,6,94.6,96.2
Minnesota Timberwolves,1,8,.111,5.0,3,6,96.9,101.9
Oklahoma City Thunder,1,10,.091,6.0,2,9,89.8,100.3
Los Angeles Lakers,7,1,.875,—,7,1,103.5,89.1
Phoenix Suns,8,4,.667,1.0,7,5,100.5,97.8
Golden State Warriors,4,6,.400,4.0,5,5,104.4,105.2
Sacramento Kings,4,7,.364,4.5,4,7,98.3,103.1
Los Angeles Clippers,1,9,.100,7.0,1,9,89.2,102.0
Houston Rockets,7,4,.636,—,7,4,92.3,88.9
New Orleans Hornets,5,4,.556,1.0,5,4,93.7,91.6
San Antonio Spurs,5,5,.500,1.5,4,6,91.3,93.3
Dallas Mavericks,3,7,.300,3.5,4,6,98.7,100.9
Memphis Grizzlies,3,7,.300,3.5,3,7,92.8,98.5
