Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
New Jersey Nets,39,23,.629,—,41,21,96.5,92.3
Boston Celtics,34,27,.557,4.5,33,28,96.2,94.9
Philadelphia 76ers,33,29,.532,6.0,36,26,91.4,89.3
Orlando Magic,32,30,.516,7.0,35,27,100.9,99.1
Washington Wizards,29,32,.475,9.5,28,33,92.5,93.5
Miami Heat,28,33,.459,10.5,28,33,87.0,88.3
New York Knicks,23,37,.383,15.0,21,39,91.0,94.9
Detroit Pistons,35,25,.583,—,33,27,93.4,91.9
Milwaukee Bucks,35,26,.574,0.5,33,28,98.3,97.0
Indiana Pacers,30,32,.484,6.0,30,32,97.2,97.8
Toronto Raptors,30,34,.469,7.0,29,35,91.2,92.4
Charlotte Hornets,29,32,.475,6.5,31,30,93.5,93.3
Cleveland Cavaliers,23,39,.371,13.0,24,38,94.7,97.8
Atlanta Hawks,22,39,.361,13.5,18,43,92.9,99.0
Chicago Bulls,16,47,.254,20.5,14,49,87.3,95.7
Dallas Mavericks,44,18,.710,—,38,24,104.9,101.4
San Antonio Spurs,41,21,.661,3.0,43,19,97.2,91.8
Minnesota Timberwolves,40,22,.645,4.0,40,22,100.0,95.7
Utah Jazz,34,27,.557,9.5,34,27,96.0,94.6
Houston Rockets,22,39,.361,21.5,22,39,92.8,96.5
Denver Nuggets,19,40,.322,23.5,18,41,93.4,98.8
Memphis Grizzlies,16,46,.258,28.0,14,48,89.5,97.6
Sacramento Kings,43,17,.717,—,43,17,103.8,97.4
Los Angeles Lakers,42,18,.700,1.0,45,15,100.7,93.0
Portland Trail Blazers,38,25,.603,6.5,38,25,96.2,93.3
Seattle SuperSonics,36,27,.571,8.5,39,24,97.8,94.6
Los Angeles Clippers,31,31,.500,13.0,30,32,95.6,96.0
Phoenix Suns,30,32,.484,14.0,32,30,96.1,95.8
Golden State Warriors,17,43,.283,26.0,21,39,96.5,101.0
