Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
New York Knicks,19,7,.731,—,18,8,102.9,96.7
Brooklyn Nets,13,12,.520,5.5,14,11,95.3,94.0
Boston Celtics,13,13,.500,6.0,12,14,97.2,97.8
Philadelphia 76ers,13,14,.481,6.5,11,16,93.4,96.3
Toronto Raptors,9,19,.321,11.0,10,18,96.1,100.4
Chicago Bulls,15,10,.600,—,15,10,93.5,91.0
Indiana Pacers,15,12,.556,1.0,15,12,91.9,90.4
Milwaukee Bucks,14,11,.560,1.0,12,13,95.6,96.6
Detroit Pistons,8,21,.276,9.0,12,17,93.5,96.0
Cleveland Cavaliers,5,23,.179,11.5,8,20,93.9,100.3
Miami Heat,17,6,.739,—,16,7,103.4,97.7
Atlanta Hawks,15,9,.625,2.5,13,11,96.2,94.6
Orlando Magic,12,14,.462,6.5,12,14,92.7,94.2
Charlotte Bobcats,7,19,.269,11.5,6,20,96.6,104.8
Washington Wizards,3,21,.125,14.5,5,19,88.8,97.4
Oklahoma City Thunder,21,5,.808,—,20,6,105.1,96.2
Denver Nuggets,14,13,.519,7.5,14,13,101.7,100.8
Utah Jazz,14,13,.519,7.5,14,13,99.0,99.0
Minnesota Timberwolves,13,11,.542,7.0,13,11,95.7,94.4
Portland Trail Blazers,12,12,.500,8.0,10,14,97.3,99.6
Los Angeles Clippers,20,6,.769,—,20,6,101.1,92.2
Golden State Warriors,18,9,.667,2.5,15,12,101.3,99.6
Los Angeles Lakers,12,14,.462,8.0,15,11,102.0,99.3
Phoenix Suns,11,15,.423,9.0,11,15,98.3,101.0
Sacramento Kings,8,18,.308,12.0,7,19,95.4,101.8
San Antonio Spurs,20,8,.714,—,20,8,104.2,97.8
Memphis Grizzlies,18,6,.750,—,18,6,95.9,89.2
Houston Rockets,13,12,.520,5.5,13,12,104.8,103.7
Dallas Mavericks,12,15,.444,7.5,11,16,99.3,101.5
New Orleans Hornets,5,21,.192,14.0,7,19,91.6,98.2
