Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Milwaukee Bucks,48,14,.774,—,48,14,117.6,108.0
Toronto Raptors,46,17,.730,2.5,42,21,114.3,108.8
Indiana Pacers,41,22,.651,7.5,42,21,108.7,103.6
Philadelphia 76ers,40,22,.645,8.0,37,25,115.5,112.1
Boston Celtics,38,25,.603,10.5,42,21,112.1,106.6
Brooklyn Nets,32,32,.500,17.0,31,33,112.0,112.7
Detroit Pistons,29,31,.483,18.0,28,32,107.0,108.1
Charlotte Hornets,29,33,.468,19.0,30,32,111.3,111.6
Orlando Magic,29,34,.460,19.5,30,33,105.9,106.6
Miami Heat,27,34,.443,20.5,28,33,105.7,106.8
Washington Wizards,25,37,.403,23.0,25,37,113.7,116.8
Atlanta Hawks,21,42,.333,27.5,19,44,112.1,119.1
Chicago Bulls,18,45,.286,30.5,17,46,104.8,112.4
Cleveland Cavaliers,15,47,.242,33.0,14,48,103.7,113.4
New York Knicks,13,49,.210,35.0,16,46,105.9,114.1
Golden State Warriors,43,19,.694,—,43,19,118.6,112.0
Denver Nuggets,42,19,.689,0.5,40,21,112.2,107.0
Oklahoma City Thunder,38,23,.623,4.5,39,22,115.7,111.1
Portland Trail Blazers,38,24,.613,5.0,38,24,113.5,110.0
Houston Rockets,37,25,.597,6.0,35,27,113.4,111.2
Utah Jazz,35,26,.574,7.5,37,24,110.1,106.6
Los Angeles Clippers,35,29,.547,9.0,32,32,113.9,113.7
San Antonio Spurs,34,29,.540,9.5,33,30,112.0,111.3
Sacramento Kings,31,31,.500,12.0,28,34,113.9,115.2
Los Angeles Lakers,30,32,.484,13.0,28,34,112.5,113.9
Minnesota Timberwolves,29,33,.468,14.0,31,31,112.4,112.4
New Orleans Pelicans,28,36,.438,16.0,34,30,115.9,115.1
Dallas Mavericks,27,34,.443,15.5,30,31,108.7,109.2
Memphis Grizzlies,24,39,.381,19.5,25,38,101.0,104.1
Phoenix Suns,12,51,.190,31.5,14,49,106.3,116.4
