Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Toronto Raptors,43,30,.589,—,44,29,104.2,101.2
Boston Celtics,32,40,.444,10.5,34,38,100.6,101.4
Brooklyn Nets,31,40,.437,11.0,27,44,97.4,100.6
Philadelphia 76ers,18,55,.247,25.0,15,58,91.4,100.5
New York Knicks,14,60,.189,29.5,15,59,91.8,101.4
Cleveland Cavaliers,47,27,.635,—,49,25,103.6,98.7
Chicago Bulls,45,29,.608,2.0,44,30,101.1,98.4
Milwaukee Bucks,36,37,.493,10.5,37,36,97.8,97.6
Indiana Pacers,31,41,.431,15.0,35,37,96.8,97.3
Detroit Pistons,28,44,.389,18.0,33,39,98.3,99.6
Atlanta Hawks,55,18,.753,—,49,24,102.4,97.3
Washington Wizards,41,32,.562,14.0,38,35,98.4,97.8
Miami Heat,33,39,.458,21.5,30,42,94.5,96.7
Charlotte Hornets,31,41,.431,23.5,30,42,95.0,97.1
Orlando Magic,22,52,.297,33.5,22,52,95.9,102.1
Portland Trail Blazers,47,25,.653,—,47,25,102.5,98.1
Oklahoma City Thunder,41,32,.562,6.5,42,31,103.2,100.9
Utah Jazz,32,41,.438,15.5,35,38,94.7,95.1
Denver Nuggets,28,46,.378,20.0,29,45,100.5,103.8
Minnesota Timberwolves,16,56,.222,31.0,18,54,98.0,105.9
Golden State Warriors,60,13,.822,—,59,14,109.8,98.9
Los Angeles Clippers,48,25,.658,12.0,51,22,106.4,100.2
Phoenix Suns,38,35,.521,22.0,38,35,103.8,103.4
Sacramento Kings,26,46,.361,33.5,27,45,101.1,105.0
Los Angeles Lakers,19,52,.268,40.0,22,49,98.7,104.6
Memphis Grizzlies,50,23,.685,—,45,28,98.7,95.6
Houston Rockets,49,23,.681,0.5,44,28,103.5,100.2
San Antonio Spurs,46,26,.639,3.5,49,23,102.7,97.5
Dallas Mavericks,45,28,.616,5.0,45,28,104.2,100.9
New Orleans Pelicans,38,34,.528,11.5,37,35,99.2,98.8
