Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,38,13,.745,—,37,14,98.5,91.5
New York Knicks,26,24,.520,11.5,26,24,106.5,106.0
Philadelphia 76ers,24,27,.471,14.0,27,24,98.3,97.3
New Jersey Nets,15,37,.288,23.5,15,37,92.5,98.7
Toronto Raptors,14,38,.269,24.5,16,36,98.7,104.6
Chicago Bulls,34,16,.680,—,35,15,98.2,92.5
Indiana Pacers,21,28,.429,12.5,24,25,98.8,99.2
Milwaukee Bucks,20,30,.400,14.0,22,28,91.3,92.8
Detroit Pistons,19,33,.365,16.0,19,33,94.6,98.6
Cleveland Cavaliers,8,44,.154,27.0,9,43,94.3,105.5
Miami Heat,38,14,.731,—,39,13,102.0,94.1
Atlanta Hawks,33,19,.635,5.0,29,23,97.2,95.8
Orlando Magic,33,20,.623,5.5,37,16,100.1,94.5
Charlotte Bobcats,22,29,.431,15.5,20,31,93.5,96.6
Washington Wizards,13,37,.260,24.0,14,36,96.7,103.2
Oklahoma City Thunder,33,18,.647,—,29,22,104.6,102.7
Utah Jazz,31,22,.585,3.0,27,26,99.9,99.8
Denver Nuggets,30,22,.577,3.5,31,21,107.6,104.5
Portland Trail Blazers,28,24,.538,5.5,26,26,95.8,95.6
Minnesota Timberwolves,13,39,.250,20.5,17,35,102.9,108.3
Los Angeles Lakers,36,16,.692,—,37,15,103.1,96.4
Phoenix Suns,24,25,.490,10.5,23,26,105.1,106.1
Golden State Warriors,22,28,.440,13.0,20,30,103.0,105.9
Los Angeles Clippers,19,32,.373,16.5,21,30,98.6,101.4
Sacramento Kings,12,36,.250,22.0,16,32,97.3,102.1
San Antonio Spurs,43,8,.843,—,37,14,103.8,96.7
Dallas Mavericks,36,15,.706,7.0,31,20,97.7,94.6
New Orleans Hornets,32,21,.604,12.0,31,22,94.8,92.3
Memphis Grizzlies,28,26,.519,16.5,29,25,99.4,98.1
Houston Rockets,25,29,.463,19.5,27,27,104.9,104.8
