Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Toronto Raptors,24,10,.706,—,24,10,108.1,101.6
Brooklyn Nets,16,19,.457,8.5,15,20,95.8,97.9
Boston Celtics,12,21,.364,11.5,15,18,102.6,103.6
Philadelphia 76ers,5,29,.147,19.0,4,30,90.5,103.8
New York Knicks,5,33,.132,21.0,9,29,93.1,101.2
Chicago Bulls,25,11,.694,—,22,14,102.4,98.8
Cleveland Cavaliers,19,17,.528,6.0,19,17,100.4,99.5
Milwaukee Bucks,19,18,.514,6.5,19,18,98.9,98.2
Indiana Pacers,14,23,.378,11.5,16,21,95.1,96.6
Detroit Pistons,12,23,.343,12.5,15,20,97.1,99.5
Atlanta Hawks,27,8,.771,—,24,11,102.4,97.2
Washington Wizards,24,11,.686,3.0,21,14,99.8,97.3
Miami Heat,15,20,.429,12.0,12,23,94.1,98.2
Charlotte Hornets,13,24,.351,15.0,13,24,95.4,99.5
Orlando Magic,13,25,.342,15.5,12,26,93.8,99.2
Portland Trail Blazers,27,8,.771,—,25,10,103.9,97.0
Oklahoma City Thunder,17,19,.472,10.5,19,17,98.8,98.1
Denver Nuggets,16,20,.444,11.5,16,20,101.8,103.5
Utah Jazz,13,23,.361,14.5,15,21,96.4,99.1
Minnesota Timberwolves,5,29,.147,21.5,7,27,98.8,108.6
Golden State Warriors,28,5,.848,—,27,6,109.2,98.3
Los Angeles Clippers,24,12,.667,5.5,26,10,106.5,99.9
Phoenix Suns,22,16,.579,8.5,22,16,107.2,104.7
Sacramento Kings,15,20,.429,14.0,15,20,102.0,103.8
Los Angeles Lakers,11,25,.306,18.5,11,25,101.6,108.2
Dallas Mavericks,26,11,.703,—,27,10,109.1,102.0
Memphis Grizzlies,25,10,.714,—,22,13,101.4,97.5
Houston Rockets,24,11,.686,1.0,22,13,101.1,97.3
San Antonio Spurs,21,15,.583,4.5,22,14,102.2,98.6
New Orleans Pelicans,17,18,.486,8.0,18,17,101.2,100.9
