Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Philadelphia 76ers,25,17,.595,—,32,10,94.9,87.3
Boston Celtics,22,19,.537,2.5,22,19,91.0,89.8
New York Knicks,18,24,.429,7.0,21,21,96.7,96.5
Toronto Raptors,14,28,.333,11.0,15,27,90.3,94.0
New Jersey Nets,14,29,.326,11.5,12,31,92.9,99.4
Chicago Bulls,35,9,.795,—,35,9,98.1,88.9
Indiana Pacers,24,16,.600,9.0,24,16,95.0,92.1
Milwaukee Bucks,18,24,.429,16.0,18,24,96.6,98.5
Cleveland Cavaliers,16,24,.400,17.0,15,25,94.6,98.4
Detroit Pistons,15,27,.357,19.0,12,30,89.4,95.4
Miami Heat,31,10,.756,—,32,9,102.5,94.0
Orlando Magic,28,15,.651,4.0,26,17,94.5,91.9
Atlanta Hawks,24,18,.571,7.5,24,18,94.0,92.2
Washington Wizards,9,32,.220,22.0,9,32,93.8,102.3
Charlotte Bobcats,6,34,.150,24.5,5,35,86.8,100.0
Oklahoma City Thunder,32,10,.762,—,29,13,102.5,96.4
Denver Nuggets,24,19,.558,8.5,25,18,104.1,101.5
Minnesota Timberwolves,22,21,.512,10.5,23,20,98.2,97.2
Utah Jazz,20,21,.488,11.5,19,22,96.9,97.8
Portland Trail Blazers,20,22,.476,12.0,25,17,97.5,94.6
Los Angeles Lakers,26,16,.619,—,25,17,94.8,92.5
Los Angeles Clippers,23,17,.575,2.0,23,17,97.9,96.0
Phoenix Suns,19,22,.463,6.5,18,23,95.6,97.3
Golden State Warriors,18,21,.462,6.5,18,21,98.3,99.3
Sacramento Kings,14,28,.333,12.0,11,31,95.7,102.8
San Antonio Spurs,27,13,.675,—,26,14,100.0,96.0
Memphis Grizzlies,24,17,.585,3.5,24,17,94.7,92.6
Dallas Mavericks,24,20,.545,5.0,25,19,94.3,92.4
Houston Rockets,23,20,.535,5.5,21,22,97.9,98.0
New Orleans Hornets,10,32,.238,18.0,13,29,88.2,93.4
