Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Toronto Raptors,25,9,.735,—,25,9,114.7,107.1
Milwaukee Bucks,22,9,.710,1.5,23,8,117.8,108.9
Philadelphia 76ers,21,12,.636,3.5,19,14,114.2,112.1
Indiana Pacers,21,12,.636,3.5,22,11,106.2,101.0
Boston Celtics,18,13,.581,5.5,21,10,111.1,104.8
Charlotte Hornets,16,15,.516,7.5,18,13,113.2,110.6
Detroit Pistons,15,15,.500,8.0,14,16,108.9,109.9
Brooklyn Nets,15,19,.441,10.0,16,18,110.5,111.3
Miami Heat,14,16,.467,9.0,14,16,106.6,107.4
Orlando Magic,14,17,.452,9.5,11,20,102.8,106.9
Washington Wizards,12,20,.375,12.0,12,20,112.9,117.6
New York Knicks,9,25,.265,16.0,10,24,108.6,115.9
Atlanta Hawks,8,23,.258,15.5,7,24,109.0,118.6
Chicago Bulls,8,25,.242,16.5,7,26,100.6,110.5
Cleveland Cavaliers,8,25,.242,16.5,8,25,103.1,111.6
Denver Nuggets,21,9,.700,—,21,9,110.0,103.4
Golden State Warriors,21,11,.656,1.0,21,11,115.5,110.4
Oklahoma City Thunder,20,10,.667,1.0,21,9,112.1,105.3
Los Angeles Lakers,19,13,.594,3.0,18,14,113.3,111.4
Los Angeles Clippers,18,13,.581,3.5,16,15,114.7,114.3
Portland Trail Blazers,18,14,.563,4.0,17,15,111.1,110.5
San Antonio Spurs,18,15,.545,4.5,19,14,111.6,109.5
Sacramento Kings,17,15,.531,5.0,15,17,114.9,116.4
Houston Rockets,16,15,.516,5.5,16,15,109.2,108.7
Memphis Grizzlies,16,16,.500,6.0,15,17,101.8,102.3
Dallas Mavericks,15,15,.500,6.0,16,14,110.2,109.2
Utah Jazz,16,17,.485,6.5,18,15,106.9,105.9
New Orleans Pelicans,15,18,.455,7.5,18,15,116.3,115.2
Minnesota Timberwolves,14,18,.438,8.0,15,17,110.8,111.6
Phoenix Suns,8,24,.250,14.0,8,24,103.3,112.3
