Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Toronto Raptors,45,17,.726,—,47,15,111.9,103.3
Boston Celtics,45,20,.692,1.5,42,23,104.4,100.1
Cleveland Cavaliers,37,26,.587,8.5,32,31,110.1,109.8
Indiana Pacers,37,27,.578,9.0,35,29,106.4,104.8
Washington Wizards,36,28,.563,10.0,35,29,107.0,105.4
Philadelphia 76ers,34,28,.548,11.0,35,27,107.5,105.6
Miami Heat,34,30,.531,12.0,32,32,101.8,102.0
Milwaukee Bucks,34,30,.531,12.0,31,33,104.7,105.1
Detroit Pistons,29,35,.453,17.0,29,35,102.9,104.1
Charlotte Hornets,28,36,.438,18.0,31,33,106.4,106.7
New York Knicks,24,40,.375,22.0,26,38,104.1,107.0
Chicago Bulls,21,42,.333,24.5,19,44,103.1,109.4
Atlanta Hawks,20,44,.313,26.0,23,41,103.8,108.2
Brooklyn Nets,20,44,.313,26.0,24,40,105.8,109.9
Orlando Magic,20,44,.313,26.0,23,41,105.4,109.7
Houston Rockets,49,13,.790,—,47,15,114.0,105.2
Golden State Warriors,49,14,.778,0.5,47,16,116.1,107.6
Portland Trail Blazers,38,26,.594,12.0,36,28,105.3,103.4
Minnesota Timberwolves,38,28,.576,13.0,39,27,109.7,107.0
San Antonio Spurs,37,27,.578,13.0,38,26,102.3,99.4
Oklahoma City Thunder,37,28,.569,13.5,38,27,106.6,103.8
New Orleans Pelicans,36,26,.581,13.0,32,30,112.3,111.6
Denver Nuggets,35,28,.556,14.5,34,29,108.7,107.5
Los Angeles Clippers,34,28,.548,15.0,33,29,109.1,108.0
Utah Jazz,34,30,.531,16.0,36,28,102.7,101.0
Los Angeles Lakers,28,35,.444,21.5,28,35,108.3,110.0
Sacramento Kings,20,44,.313,30.0,16,48,99.2,107.0
Dallas Mavericks,19,45,.297,31.0,26,38,102.2,105.1
Phoenix Suns,19,47,.288,32.0,16,50,104.7,113.3
Memphis Grizzlies,18,45,.286,31.5,22,41,98.9,103.5
