Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
New Jersey Nets,38,28,.576,—,35,31,94.0,93.3
Philadelphia 76ers,32,35,.478,6.5,30,37,100.1,101.7
Boston Celtics,29,40,.420,10.5,31,38,98.2,99.7
Toronto Raptors,25,43,.368,14.0,29,39,100.6,102.8
New York Knicks,19,48,.284,19.5,20,47,96.4,102.5
Detroit Pistons,54,13,.806,—,50,17,97.3,90.0
Cleveland Cavaliers,39,29,.574,15.5,39,29,97.2,95.3
Indiana Pacers,34,32,.515,19.5,38,28,93.6,91.6
Milwaukee Bucks,34,34,.500,20.5,31,37,96.6,97.8
Chicago Bulls,29,39,.426,25.5,33,35,96.7,97.2
Miami Heat,45,23,.662,—,44,24,100.7,96.3
Washington Wizards,34,32,.515,10.0,36,30,101.5,100.0
Orlando Magic,25,43,.368,20.0,28,40,94.0,96.3
Atlanta Hawks,21,45,.318,23.0,22,44,97.0,102.1
Charlotte Bobcats,19,50,.275,26.5,24,45,96.3,100.8
Denver Nuggets,39,30,.565,—,37,32,100.8,99.7
Utah Jazz,32,35,.478,6.0,25,42,91.0,94.5
Minnesota Timberwolves,28,39,.418,10.0,31,36,92.2,93.3
Seattle SuperSonics,27,40,.403,11.0,25,42,102.1,106.2
Portland Trail Blazers,20,47,.299,18.0,14,53,88.5,97.0
Phoenix Suns,45,21,.682,—,47,19,108.2,101.6
Los Angeles Clippers,39,27,.591,6.0,37,29,97.4,95.5
Los Angeles Lakers,36,34,.514,11.0,39,31,98.6,97.1
Sacramento Kings,34,34,.500,12.0,37,31,99.2,97.8
Golden State Warriors,28,38,.424,17.0,30,36,98.6,99.8
San Antonio Spurs,53,15,.779,—,51,17,95.5,88.5
Dallas Mavericks,53,15,.779,—,49,19,99.1,92.5
Memphis Grizzlies,38,29,.567,14.5,41,26,91.6,88.7
New Orleans/Oklahoma City Hornets,32,33,.492,19.5,29,36,92.5,94.0
Houston Rockets,29,39,.426,24.0,30,38,90.1,91.7
