Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Philadelphia 76ers,30,9,.769,—,28,11,94.9,88.6
New York Knicks,25,13,.658,4.5,26,12,88.2,83.7
Miami Heat,24,18,.571,7.5,24,18,87.4,85.8
Orlando Magic,18,21,.462,12.0,19,20,96.2,96.3
Boston Celtics,15,25,.375,15.5,14,26,93.3,97.5
New Jersey Nets,14,27,.341,17.0,14,27,89.3,93.3
Washington Wizards,7,34,.171,24.0,10,31,90.1,97.8
Milwaukee Bucks,24,15,.615,—,24,15,99.6,96.2
Charlotte Hornets,23,19,.548,2.5,25,17,90.4,88.2
Toronto Raptors,21,19,.525,3.5,22,18,95.7,94.2
Indiana Pacers,19,21,.475,5.5,20,20,92.0,92.0
Cleveland Cavaliers,18,20,.474,5.5,15,23,92.7,95.7
Detroit Pistons,15,25,.375,9.5,15,25,95.6,98.9
Atlanta Hawks,14,24,.368,9.5,14,24,87.1,90.7
Chicago Bulls,6,34,.150,18.5,6,34,86.5,97.4
Dallas Mavericks,27,16,.628,—,27,16,98.9,95.4
Utah Jazz,24,14,.632,0.5,25,13,96.8,92.3
San Antonio Spurs,23,15,.605,1.5,25,13,94.5,90.0
Denver Nuggets,24,17,.585,2.0,20,21,99.0,99.4
Minnesota Timberwolves,23,18,.561,3.0,21,20,96.8,96.3
Houston Rockets,20,20,.500,5.5,21,19,95.9,95.3
Vancouver Grizzlies,11,28,.282,14.0,13,26,92.4,96.9
Portland Trail Blazers,30,12,.714,—,29,13,95.9,90.5
Sacramento Kings,27,10,.730,0.5,27,10,100.1,92.9
Los Angeles Lakers,26,12,.684,2.0,24,14,101.8,98.0
Phoenix Suns,23,14,.622,4.5,22,15,94.5,91.8
Seattle SuperSonics,21,21,.500,9.0,20,22,98.0,98.5
Los Angeles Clippers,13,29,.310,17.0,15,27,90.0,93.8
Golden State Warriors,12,27,.308,16.5,12,27,96.0,101.3
