Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Toronto Raptors,25,12,.676,—,25,12,107.8,101.9
Brooklyn Nets,16,22,.421,9.5,16,22,95.6,98.1
Boston Celtics,13,23,.361,11.5,17,19,102.6,103.8
Philadelphia 76ers,7,30,.189,18.0,5,32,90.5,103.1
New York Knicks,5,35,.125,21.5,9,31,92.9,101.9
Chicago Bulls,26,13,.667,—,23,16,102.1,99.1
Milwaukee Bucks,20,19,.513,6.0,21,18,98.5,97.7
Cleveland Cavaliers,19,20,.487,7.0,19,20,99.8,100.1
Indiana Pacers,15,25,.375,11.5,18,22,95.5,97.0
Detroit Pistons,14,24,.368,11.5,16,22,97.7,99.8
Atlanta Hawks,30,8,.789,—,27,11,103.0,96.9
Washington Wizards,26,12,.684,4.0,22,16,99.6,97.5
Miami Heat,17,21,.447,13.0,14,24,93.6,97.4
Charlotte Hornets,15,24,.385,15.5,15,24,96.0,98.9
Orlando Magic,14,27,.341,17.5,13,28,94.2,99.7
Portland Trail Blazers,30,8,.789,—,28,10,103.8,96.4
Oklahoma City Thunder,18,19,.486,11.5,20,17,98.8,98.0
Denver Nuggets,17,20,.459,12.5,17,20,102.3,103.6
Utah Jazz,13,26,.333,17.5,15,24,96.2,99.5
Minnesota Timberwolves,6,31,.162,23.5,8,29,98.5,108.1
Golden State Warriors,30,5,.857,—,29,6,109.4,98.4
Los Angeles Clippers,25,13,.658,6.5,27,11,106.4,100.0
Phoenix Suns,23,18,.561,10.0,23,18,107.0,104.9
Sacramento Kings,16,22,.421,15.5,17,21,102.3,103.8
Los Angeles Lakers,12,27,.308,20.0,12,27,100.7,106.8
Houston Rockets,27,11,.711,—,25,13,101.8,96.9
Memphis Grizzlies,26,11,.703,0.5,23,14,101.8,98.1
Dallas Mavericks,27,12,.692,0.5,27,12,108.8,102.5
San Antonio Spurs,23,16,.590,4.5,24,15,102.0,98.5
New Orleans Pelicans,18,19,.486,8.5,19,18,101.3,101.0
