Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,17,2,.895,—,15,4,98.7,90.0
New Jersey Nets,9,8,.529,7.0,7,10,101.1,104.5
New York Knicks,8,9,.471,8.0,7,10,105.8,108.5
Toronto Raptors,8,9,.471,8.0,6,11,97.7,101.6
Philadelphia 76ers,8,10,.444,8.5,9,9,94.4,94.3
Cleveland Cavaliers,14,3,.824,—,14,3,103.6,92.6
Detroit Pistons,11,6,.647,3.0,9,8,96.2,95.4
Chicago Bulls,8,10,.444,6.5,7,11,97.9,100.7
Indiana Pacers,7,10,.412,7.0,9,8,100.9,100.8
Milwaukee Bucks,7,12,.368,8.0,8,11,95.0,97.4
Orlando Magic,13,5,.722,—,12,6,99.7,94.9
Atlanta Hawks,10,6,.625,2.0,9,7,98.3,97.1
Miami Heat,9,9,.500,4.0,10,8,99.1,98.0
Charlotte Bobcats,6,11,.353,6.5,7,10,89.3,92.2
Washington Wizards,3,12,.200,8.5,5,10,97.4,102.2
Denver Nuggets,13,6,.684,—,12,7,102.2,97.6
Portland Trail Blazers,13,6,.684,—,13,6,98.7,93.2
Utah Jazz,12,7,.632,1.0,12,7,99.9,96.2
Minnesota Timberwolves,4,12,.250,7.5,6,10,97.0,100.4
Oklahoma City Thunder,2,16,.111,10.5,3,15,91.5,102.7
Los Angeles Lakers,14,2,.875,—,14,2,108.4,95.6
Phoenix Suns,11,7,.611,4.0,10,8,100.6,99.7
Golden State Warriors,5,13,.278,10.0,7,11,106.0,110.3
Sacramento Kings,5,15,.250,11.0,5,15,97.7,105.1
Los Angeles Clippers,3,14,.176,11.5,4,13,92.4,100.6
Houston Rockets,11,7,.611,—,11,7,94.3,90.9
New Orleans Hornets,9,6,.600,0.5,9,6,96.2,93.0
San Antonio Spurs,9,8,.529,1.5,8,9,92.6,92.8
Dallas Mavericks,9,8,.529,1.5,10,7,99.5,97.1
Memphis Grizzlies,4,13,.235,6.5,5,12,93.5,100.2
