Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,29,3,.906,—,28,4,100.2,87.3
New Jersey Nets,17,16,.515,12.5,12,21,93.4,97.5
Toronto Raptors,17,17,.500,13.0,18,16,96.4,95.2
Philadelphia 76ers,14,20,.412,16.0,14,20,93.6,95.7
New York Knicks,8,24,.250,21.0,8,24,93.8,102.0
Detroit Pistons,26,8,.765,—,28,6,99.6,89.3
Cleveland Cavaliers,17,17,.500,9.0,13,21,95.5,98.6
Indiana Pacers,16,19,.457,10.5,16,19,102.8,103.8
Chicago Bulls,13,19,.406,12.0,12,20,93.8,97.2
Milwaukee Bucks,13,20,.394,12.5,10,23,94.6,100.8
Orlando Magic,22,13,.629,—,22,13,103.4,100.0
Washington Wizards,17,15,.531,3.5,19,13,100.3,97.6
Atlanta Hawks,15,16,.484,5.0,14,17,94.7,96.2
Charlotte Bobcats,11,21,.344,9.5,10,22,93.6,98.9
Miami Heat,8,26,.235,13.5,11,23,94.0,99.3
Denver Nuggets,21,13,.618,—,20,14,106.8,103.6
Portland Trail Blazers,21,13,.618,—,18,16,96.6,95.7
Utah Jazz,18,17,.514,3.5,22,13,104.5,100.8
Seattle SuperSonics,9,24,.273,11.5,9,24,97.7,104.5
Minnesota Timberwolves,4,29,.121,16.5,7,26,93.0,102.3
Phoenix Suns,24,10,.706,—,23,11,110.1,104.2
Los Angeles Lakers,21,11,.656,2.0,22,10,107.2,101.4
Golden State Warriors,20,15,.571,4.5,19,16,108.7,107.2
Sacramento Kings,12,20,.375,11.0,12,20,97.5,100.7
Los Angeles Clippers,10,21,.323,12.5,10,21,92.1,97.4
San Antonio Spurs,23,10,.697,—,23,10,98.5,92.5
New Orleans Hornets,23,11,.676,0.5,22,12,97.7,93.5
Dallas Mavericks,23,11,.676,0.5,22,12,101.2,96.6
Houston Rockets,17,17,.500,6.5,18,16,95.1,94.0
Memphis Grizzlies,10,23,.303,13.0,12,21,100.1,104.0
