Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Philadelphia 76ers,15,6,.714,—,18,3,97.5,86.1
Boston Celtics,9,10,.474,5.0,11,8,89.6,87.9
New York Knicks,7,13,.350,7.5,9,11,93.7,95.6
New Jersey Nets,7,14,.333,8.0,5,16,91.5,98.6
Toronto Raptors,7,14,.333,8.0,6,15,87.5,92.9
Chicago Bulls,18,5,.783,—,19,4,96.9,87.4
Indiana Pacers,13,6,.684,3.0,11,8,93.1,90.4
Milwaukee Bucks,9,11,.450,7.5,10,10,94.3,94.6
Cleveland Cavaliers,8,11,.421,8.0,7,12,93.8,97.1
Detroit Pistons,4,18,.182,13.5,4,18,85.6,96.1
Miami Heat,16,5,.762,—,16,5,104.0,96.2
Atlanta Hawks,15,6,.714,1.0,15,6,97.5,91.2
Orlando Magic,12,9,.571,4.0,11,10,91.2,90.8
Washington Wizards,4,17,.190,12.0,4,17,88.8,98.2
Charlotte Bobcats,3,18,.143,13.0,3,18,88.9,100.6
Oklahoma City Thunder,16,4,.800,—,14,6,100.4,95.1
Denver Nuggets,14,6,.700,2.0,14,6,105.8,99.2
Utah Jazz,12,7,.632,3.5,10,9,96.8,95.6
Portland Trail Blazers,12,9,.571,4.5,14,7,97.0,92.4
Minnesota Timberwolves,10,11,.476,6.5,12,9,96.6,94.8
Los Angeles Clippers,12,6,.667,—,10,8,98.6,96.6
Los Angeles Lakers,12,9,.571,1.5,12,9,93.0,91.5
Phoenix Suns,7,13,.350,6.0,7,13,91.6,96.4
Golden State Warriors,6,12,.333,6.0,7,11,96.3,99.7
Sacramento Kings,6,14,.300,7.0,3,17,90.6,102.3
Dallas Mavericks,14,8,.636,—,14,8,94.7,90.6
San Antonio Spurs,13,9,.591,1.0,14,8,97.9,94.5
Houston Rockets,12,9,.571,1.5,12,9,98.7,97.0
Memphis Grizzlies,10,10,.500,3.0,11,9,93.3,92.1
New Orleans Hornets,4,17,.190,9.5,7,14,87.4,92.1
