Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Toronto Raptors,44,32,.579,—,46,30,100.8,97.6
Brooklyn Nets,41,34,.547,2.5,36,39,98.8,99.4
New York Knicks,33,44,.429,11.5,35,42,98.5,99.6
Boston Celtics,23,53,.303,21.0,26,50,95.5,100.1
Philadelphia 76ers,17,59,.224,27.0,14,62,99.0,110.0
Indiana Pacers,53,24,.688,—,52,25,96.8,92.0
Chicago Bulls,44,32,.579,8.5,42,34,93.3,91.8
Cleveland Cavaliers,31,46,.403,22.0,28,49,97.5,101.5
Detroit Pistons,27,49,.355,25.5,29,47,100.7,104.3
Milwaukee Bucks,14,62,.184,38.5,18,58,94.9,103.3
Miami Heat,52,23,.693,—,51,24,103.0,97.4
Washington Wizards,40,36,.526,12.5,40,36,100.7,99.8
Charlotte Bobcats,38,38,.500,14.5,37,39,96.7,97.2
Atlanta Hawks,33,42,.440,19.0,35,40,101.1,102.2
Orlando Magic,21,55,.276,31.5,24,52,96.6,102.0
Oklahoma City Thunder,55,20,.733,—,53,22,106.2,99.5
Portland Trail Blazers,49,28,.636,7.0,48,29,106.7,102.8
Minnesota Timberwolves,38,37,.507,17.0,45,30,106.9,103.7
Denver Nuggets,33,43,.434,22.5,32,44,103.9,106.1
Utah Jazz,24,52,.316,31.5,21,55,94.4,101.2
Los Angeles Clippers,54,23,.701,—,55,22,107.7,100.8
Golden State Warriors,47,29,.618,6.5,49,27,103.2,98.8
Phoenix Suns,45,31,.592,8.5,45,31,105.5,102.6
Sacramento Kings,27,49,.355,26.5,31,45,100.7,103.4
Los Angeles Lakers,25,51,.329,28.5,23,53,102.6,108.9
San Antonio Spurs,59,17,.776,—,58,18,105.5,97.1
Houston Rockets,50,25,.667,8.5,49,26,106.8,102.1
Dallas Mavericks,46,31,.597,13.5,45,32,105.2,102.8
Memphis Grizzlies,45,31,.592,14.0,42,34,95.6,94.2
New Orleans Pelicans,32,44,.421,27.0,31,45,99.9,102.5
