Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,10,2,.833,—,9,3,113.8,105.8
Milwaukee Bucks,9,3,.750,1.0,9,3,118.8,109.7
Miami Heat,9,3,.750,1.0,9,3,111.2,104.0
Toronto Raptors,8,4,.667,2.0,8,4,111.8,106.9
Philadelphia 76ers,8,5,.615,2.5,8,5,109.8,106.7
Indiana Pacers,7,6,.538,3.5,8,5,106.8,104.4
Charlotte Hornets,6,7,.462,4.5,4,9,106.7,112.2
Orlando Magic,6,7,.462,4.5,7,6,102.2,101.5
Brooklyn Nets,5,7,.417,5.0,5,7,116.8,118.8
Cleveland Cavaliers,4,8,.333,6.0,5,7,104.4,107.7
Atlanta Hawks,4,9,.308,6.5,3,10,106.1,115.5
Detroit Pistons,4,9,.308,6.5,5,8,108.7,112.2
Chicago Bulls,4,9,.308,6.5,5,8,107.7,111.0
Washington Wizards,3,8,.273,6.5,5,6,118.0,120.1
New York Knicks,3,10,.231,7.5,3,10,100.2,109.2
Los Angeles Lakers,11,2,.846,—,10,3,110.8,100.6
Houston Rockets,10,3,.769,1.0,8,5,118.5,114.2
Denver Nuggets,9,3,.750,1.5,8,4,106.9,102.9
Utah Jazz,8,4,.667,2.5,8,4,104.7,100.2
Los Angeles Clippers,8,5,.615,3.0,9,4,114.5,108.0
Phoenix Suns,7,4,.636,3.0,8,3,117.6,110.5
Dallas Mavericks,7,5,.583,3.5,7,5,113.8,110.9
Minnesota Timberwolves,7,6,.538,4.0,6,7,116.2,118.5
Oklahoma City Thunder,5,7,.417,5.5,6,6,107.1,107.1
Sacramento Kings,5,7,.417,5.5,4,8,104.4,108.4
Memphis Grizzlies,5,8,.385,6.0,3,10,110.1,118.8
Portland Trail Blazers,5,8,.385,6.0,6,7,112.8,114.1
San Antonio Spurs,5,8,.385,6.0,6,7,112.4,114.5
New Orleans Pelicans,4,9,.308,7.0,5,8,115.7,120.0
Golden State Warriors,2,12,.143,9.5,3,11,108.8,119.0
