Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
New Jersey Nets,5,7,.417,—,6,6,96.0,96.6
Boston Celtics,5,8,.385,0.5,7,6,100.7,100.3
Philadelphia 76ers,5,8,.385,0.5,6,7,98.2,99.8
New York Knicks,5,10,.333,1.5,7,8,98.9,100.8
Toronto Raptors,3,9,.250,2.0,4,8,98.9,103.2
Detroit Pistons,9,5,.643,—,8,6,98.4,96.4
Cleveland Cavaliers,9,5,.643,—,8,6,96.2,93.5
Indiana Pacers,7,6,.538,1.5,6,7,94.5,96.5
Chicago Bulls,4,9,.308,4.5,6,7,96.9,97.5
Milwaukee Bucks,4,9,.308,4.5,5,8,98.1,102.6
Orlando Magic,10,4,.714,—,9,5,97.4,93.9
Atlanta Hawks,5,6,.455,3.5,6,5,96.5,96.5
Miami Heat,5,8,.385,4.5,3,10,90.9,99.5
Washington Wizards,4,9,.308,5.5,5,8,98.8,102.4
Charlotte Bobcats,3,10,.231,6.5,4,9,92.0,97.8
Utah Jazz,12,2,.857,—,10,4,106.1,100.2
Denver Nuggets,7,4,.636,3.5,7,4,111.2,108.3
Minnesota Timberwolves,6,6,.500,5.0,6,6,93.9,93.4
Seattle SuperSonics,6,8,.429,6.0,7,7,102.0,101.4
Portland Trail Blazers,6,8,.429,6.0,4,10,92.9,98.3
Los Angeles Lakers,8,4,.667,—,7,5,100.3,98.9
Golden State Warriors,8,6,.571,1.0,8,6,106.4,103.3
Sacramento Kings,7,5,.583,1.0,7,5,99.7,97.8
Los Angeles Clippers,6,5,.545,1.5,6,5,98.7,98.0
Phoenix Suns,6,6,.500,2.0,6,6,105.9,104.8
San Antonio Spurs,10,3,.769,—,10,3,99.5,92.6
Dallas Mavericks,9,4,.692,1.0,8,5,97.9,95.2
Houston Rockets,9,4,.692,1.0,9,4,93.8,89.4
New Orleans/Oklahoma City Hornets,8,6,.571,2.5,7,7,92.6,92.5
Memphis Grizzlies,3,10,.231,7.0,5,8,92.7,95.1
